"","celltype"
"F2S4_160719_011_E01","eL4"
"F2S4_160126_028_F01","eL4"
"F2S4_170116_009_A01","eL4"
"F2S4_160428_018_A01","eL4"
"F2S4_170203_011_B01","eL4"
"F2S4_160701_014_C01","eL4"
"F2S4_160330_011_H01","eL4"
"F2S4_160428_015_F01","eL4"
"F2S4_160126_026_B01","eL4"
"F2S4_171004_004_D01","eL5"
"F2S4_161111_005_D01","eL5"
"F2S4_170203_021_A01","eL5"
"F2S4_170526_020_E01","eL5"
"F2S4_170828_008_B01","eL5"
"F2S4_161111_005_C01","eL5"
"F2S4_160128_013_G01","eL5"
"F2S4_180110_065_F01","eL5"
"F2S4_180122_024_E01","eL5"
"F2S4_161128_013_B01","eL5"
"F2S4_170526_002_B01","eL5"
"F2S4_161007_010_H01","eL5"
"F2S4_170609_004_B01","eL5"
"F2S4_160426_004_D01","eL5"
"F2S4_170201_003_H01","eL5"
"F2S4_160622_014_C01","eL5"
"F2S4_161003_003_G01","eL5"
"F2S4_160615_010_C01","eL5"
"F2S4_160428_004_F01","eL5"
"F2S4_160616_004_G01","eL5"
"F2S4_161207_004_E01","eL6"
"F2S4_160426_006_G01","eL6"
"F2S4_161128_012_F01","eL6"
"F2S4_160317_030_B01","eL6"
"F2S4_160128_017_G01","eL6"
"F1S4_161209_002_E01","eL6"
"F2S4_160129_001_D01","eL6"
"F2S4_160120_022_H01","eL6"
"F1S4_161209_007_B01","eL6"
"F2S4_160426_012_G01","eL6"
"F2S4_170609_005_F01","eL6"
"F2S4_160818_002_D01","eL6"
"F2S4_160706_004_B01","eL6"
"F2S4_160120_017_B01","eL6"
"F2S4_160706_012_A01","eL6"
"F2S4_160128_022_A01","eL6"
"F2S4_160321_016_C01","eL6"
"F2S4_170130_008_C01","eL6"
"F2S4_160706_006_H01","eL6"
"F1S4_161209_004_C01","eL6"
"F2S4_160405_001_B01","Endo"
"F2S4_160504_006_D01","Endo"
"F2S4_160715_008_E01","Endo"
"F2S4_160718_007_C01","Endo"
"F2S4_160715_007_H01","Endo"
"F2S4_160504_007_C01","Endo"
"F2S4_170323_027_H01","Endo"
"F2S4_160617_005_F01","Endo"
"F2S4_160504_002_F01","Endo"
"F2S4_160405_010_H01","Endo"
"F2S4_160715_008_G01","Endo"
"F2S4_160707_009_H01","Endo"
"F2S4_160405_002_H01","Endo"
"F2S4_160718_006_H01","Endo"
"F2S4_160715_007_A01","Endo"
"F2S4_160617_002_H01","Endo"
"F2S4_160715_004_C01","Endo"
"F2S4_160405_022_D01","Endo"
"F2S4_160715_005_G01","Endo"
"F2S4_160405_022_B01","Endo"
"F2S4_170323_017_D01","Micro"
"F2S4_170323_017_H01","Micro"
"F2S4_170323_018_H01","Micro"
"F2S4_170323_015_B01","Micro"
"F2S4_170323_026_F01","Micro"
"F2S4_170323_051_H01","Micro"
"F2S4_170323_003_G01","Micro"
"F2S4_170323_017_G01","Micro"
"F2S4_160119_002_A01","Micro"
"F2S4_170323_049_F01","Micro"
"F2S4_170323_014_D01","Micro"
"F2S4_170323_040_B01","Micro"
"F2S4_170323_037_D01","Micro"
"F2S4_170323_052_F01","Micro"
"F2S4_170323_010_E01","Micro"
"F2S4_170323_013_F01","Micro"
"F2S4_170323_013_C01","Micro"
"F2S4_170323_049_A01","Micro"
"F2S4_170323_018_A01","Micro"
"F2S4_170323_037_G01","Micro"
"F2S4_170323_037_H01","Oligo"
"F2S4_160419_006_A01","Oligo"
"F2S4_170323_048_A01","Oligo"
"F2S4_170323_025_A01","Oligo"
"F2S4_160404_030_B01","Oligo"
"F2S4_170130_007_D01","Oligo"
"F2S4_170125_001_D01","Oligo"
"F2S4_170323_003_F01","Oligo"
"F2S4_170323_041_E01","Oligo"
"F2S4_170323_026_D01","Oligo"
"F2S4_160129_015_B01","Oligo"
"F2S4_170323_027_E01","Oligo"
"F2S4_170323_028_E01","Oligo"
"F2S4_170323_059_B01","Oligo"
"F2S4_170323_051_A01","Oligo"
"F2S4_160329_015_G01","Oligo"
"F2S4_170323_038_C01","Oligo"
"F2S4_170323_041_B01","Oligo"
"F2S4_170323_060_G01","Oligo"
"F2S4_170323_036_H01","Oligo"
"F2S4_160304_018_A01","PVALB"
"FYS4_171004_104_H01","PVALB"
"F2S4_160512_002_F01","PVALB"
"F2S4_160627_015_C01","PVALB"
"F2S4_160414_004_G01","PVALB"
"F2S4_160825_060_F01","PVALB"
"F2S4_161103_008_E01","PVALB"
"F2S4_160128_026_D01","PVALB"
"F2S4_160804_004_F01","PVALB"
"F2S4_160404_022_A01","PVALB"
"F2S4_160621_003_D01","PVALB"
"F1S4_160108_009_A01","PVALB"
"F2S4_160615_014_G01","PVALB"
"F2S4_160419_015_A01","PVALB"
"F2S4_170907_004_F01","PVALB"
"F2S4_170126_023_D01","PVALB"
"F2S4_160404_012_F01","PVALB"
"F2S4_160408_002_E01","PVALB"
"F2S4_160415_011_A01","PVALB"
"F2S4_160615_013_G01","PVALB"
"F2S4_160901_016_D01","Smc"
"F2S4_171129_001_D01","Smc"
"F2S4_160901_008_B01","Smc"
"F2S4_160901_005_A01","Smc"
"F2S4_171129_007_B01","Smc"
"F2S4_170320_004_D01","Smc"
"F2S4_170320_006_H01","Smc"
"F2S4_171129_002_G01","Smc"
"F2S4_171129_007_G01","Smc"
"F2S4_160901_001_G01","Smc"
"F2S4_160901_011_F01","Smc"
"F2S4_170320_005_G01","Smc"
"F2S4_160901_009_A01","Smc"
"F2S4_160901_013_G01","Smc"
"F2S4_170320_002_D01","Smc"
"F2S4_160901_012_A01","Smc"
"F2S4_160901_016_E01","Smc"
"F2S4_160901_010_H01","Smc"
"F2S4_171129_004_B01","Smc"
"F2S4_170320_005_H01","Smc"
"F2S4_160128_010_C01","SST"
"F2S4_161010_023_A01","SST"
"F2S4_160129_017_G01","SST"
"F2S4_160414_002_B01","SST"
"F2S4_170907_003_E01","SST"
"F2S4_160415_005_B01","SST"
"F2S4_160415_013_G01","SST"
"F2S4_160414_005_A01","SST"
"F2S4_170907_001_A01","SST"
"F2S4_160502_015_H01","SST"
"F2S4_161028_006_H01","SST"
"F2S4_170907_003_D01","SST"
"F2S4_160429_012_H01","SST"
"F2S4_160304_008_F01","SST"
"F2S4_160502_015_F01","SST"
"F2S4_170908_008_F01","SST"
"F2S4_160114_002_F01","SST"
"F2S4_160303_020_A01","SST"
"F2S4_161010_032_H01","SST"
"F2S4_160405_025_E01","SST"
"F2S4_160114_010_C01","VIP"
"F2S4_160504_003_C01","VIP"
"F2S4_170518_017_A01","VIP"
"F2S4_160415_003_D01","VIP"
"F2S4_160415_025_H01","VIP"
"F2S4_160121_013_D01","VIP"
"F2S4_161017_018_D01","VIP"
"F2S4_170707_013_H01","VIP"
"F2S4_160414_011_E01","VIP"
"F2S4_161107_011_E01","VIP"
"F2S4_160404_015_E01","VIP"
"F2S4_160121_005_E01","VIP"
"F2S4_160404_040_D01","VIP"
"F2S4_160404_039_F01","VIP"
"F1S4_160108_009_E01","VIP"
"F2S4_160404_018_E01","VIP"
"F2S4_160414_010_E01","VIP"
"F2S4_160415_011_F01","VIP"
"F2S4_161017_006_E01","VIP"
"F2S4_170707_038_A01","VIP"
