"","celltype"
"Dat1_Cell_01273","eL4"
"Dat1_Cell_01274","eL2/3"
"Dat1_Cell_01275","eL2/3"
"Dat1_Cell_01276","eL2/3"
"Dat1_Cell_01277","Oligo"
"Dat1_Cell_01278","eL6"
"Dat1_Cell_01279","eL4"
"Dat1_Cell_01282","eL6"
"Dat1_Cell_01283","eL4"
"Dat1_Cell_01287","eL5"
"Dat1_Cell_01288","eL6"
"Dat1_Cell_01289","eL6"
"Dat1_Cell_01292","eL4"
"Dat1_Cell_01293","eL6"
"Dat1_Cell_01294","eL2/3"
"Dat1_Cell_01296","eL6"
"Dat1_Cell_01298","eL6"
"Dat1_Cell_01299","eL4"
"Dat1_Cell_01302","Oligo"
"Dat1_Cell_01304","eL4"
"Dat1_Cell_01305","eL2/3"
"Dat1_Cell_01306","Oligo"
"Dat1_Cell_01307","eL5"
"Dat1_Cell_01308","eL6"
"Dat1_Cell_01309","eL5"
"Dat1_Cell_01311","eL6"
"Dat1_Cell_01316","eL6"
"Dat1_Cell_01318","Oligo"
"Dat1_Cell_01319","Oligo"
"Dat1_Cell_01320","eL2/3"
"Dat1_Cell_01321","Oligo"
"Dat1_Cell_01322","Oligo"
"Dat1_Cell_01323","eL4"
"Dat1_Cell_01325","eL4"
"Dat1_Cell_01326","eL6"
"Dat1_Cell_01329","eL6"
"Dat1_Cell_01331","eL2/3"
"Dat1_Cell_01332","Oligo"
"Dat1_Cell_01333","eL4"
"Dat1_Cell_01334","eL2/3"
"Dat1_Cell_01335","eL6"
"Dat1_Cell_01336","eL2/3"
"Dat1_Cell_01337","eL2/3"
"Dat1_Cell_01341","eL4"
"Dat1_Cell_01346","Oligo"
"Dat1_Cell_01347","eL2/3"
"Dat1_Cell_01348","eL4"
"Dat1_Cell_01349","eL2/3"
"Dat1_Cell_01350","eL2/3"
"Dat1_Cell_01351","Oligo"
"Dat1_Cell_01352","eL4"
"Dat1_Cell_01353","eL6"
"Dat1_Cell_01354","eL5"
"Dat1_Cell_01355","eL6"
"Dat1_Cell_01356","eL4"
"Dat1_Cell_01358","eL2/3"
"Dat1_Cell_01359","Oligo"
"Dat1_Cell_01360","eL6"
"Dat1_Cell_01362","Oligo"
"Dat1_Cell_01363","eL6"
"Dat1_Cell_01364","eL4"
"Dat1_Cell_01367","eL2/3"
"Dat1_Cell_01369","eL6"
"Dat1_Cell_01370","eL6"
"Dat1_Cell_01372","Oligo"
"Dat1_Cell_01376","Oligo"
"Dat1_Cell_01377","eL4"
"Dat1_Cell_01378","Oligo"
"Dat1_Cell_01379","eL5"
"Dat1_Cell_01380","eL2/3"
"Dat1_Cell_01381","eL6"
"Dat1_Cell_01382","eL6"
"Dat1_Cell_01384","eL4"
"Dat2_Cell_00000","eL2/3"
"Dat2_Cell_00001","eL6"
"Dat2_Cell_00004","eL6"
"Dat2_Cell_00005","eL2/3"
"Dat2_Cell_00014","eL6"
"Dat2_Cell_00016","eL6"
"Dat2_Cell_00017","eL4"
"Dat2_Cell_00018","eL2/3"
"Dat2_Cell_00020","eL2/3"
"Dat2_Cell_00023","eL4"
"Dat2_Cell_00024","eL6"
"Dat2_Cell_00025","eL6"
"Dat2_Cell_00028","eL4"
"Dat2_Cell_00029","Oligo"
"Dat2_Cell_00030","eL6"
"Dat2_Cell_00033","Oligo"
"Dat2_Cell_00034","eL5"
"Dat2_Cell_00035","eL5"
"Dat2_Cell_00037","eL6"
"Dat2_Cell_00040","Oligo"
"Dat2_Cell_00042","eL2/3"
"Dat2_Cell_00043","eL4"
"Dat2_Cell_00044","eL6"
"Dat2_Cell_00045","eL6"
"Dat2_Cell_00048","eL5"
"Dat2_Cell_00050","eL6"
"Dat2_Cell_00051","eL6"
"Dat2_Cell_00055","eL4"
"Dat2_Cell_00058","Oligo"
"Dat2_Cell_00059","eL6"
"Dat2_Cell_00061","Oligo"
"Dat2_Cell_00063","eL2/3"
"Dat2_Cell_00065","Oligo"
"Dat2_Cell_00066","eL4"
"Dat2_Cell_00068","eL6"
"Dat2_Cell_00069","eL5"
"Dat2_Cell_00070","eL4"
"Dat2_Cell_00071","eL2/3"
"Dat2_Cell_00072","eL6"
"Dat2_Cell_00073","eL2/3"
"Dat2_Cell_00075","eL6"
"Dat2_Cell_00078","eL6"
"Dat2_Cell_00079","eL4"
"Dat2_Cell_00080","eL4"
"Dat2_Cell_00082","eL6"
"Dat2_Cell_00084","eL2/3"
"Dat2_Cell_00085","eL6"
"Dat2_Cell_00088","eL6"
"Dat2_Cell_00090","eL5"
"Dat2_Cell_00091","eL6"
"Dat2_Cell_00092","eL4"
"Dat2_Cell_00093","eL6"
"Dat2_Cell_00094","eL4"
"Dat2_Cell_00095","eL5"
"Dat2_Cell_00096","eL5"
"Dat2_Cell_00097","eL4"
"Dat2_Cell_00098","Oligo"
"Dat2_Cell_00099","eL6"
"Dat2_Cell_00103","eL6"
"Dat2_Cell_00104","Oligo"
"Dat2_Cell_00106","eL2/3"
"Dat2_Cell_00108","eL2/3"
"Dat2_Cell_00109","eL2/3"
"Dat2_Cell_00110","eL4"
"Dat2_Cell_00111","eL4"
"Dat2_Cell_00112","Oligo"
"Dat2_Cell_00113","eL6"
"Dat2_Cell_00114","Oligo"
"Dat2_Cell_00115","eL4"
"Dat2_Cell_00116","eL6"
"Dat2_Cell_00117","eL5"
"Dat2_Cell_00119","Oligo"
"Dat2_Cell_00120","Oligo"
"Dat2_Cell_00122","eL6"
"Dat2_Cell_00124","eL4"
"Dat2_Cell_00125","eL4"
"Dat2_Cell_00126","eL6"
"Dat2_Cell_00129","eL6"
"Dat2_Cell_00130","eL4"
"Dat2_Cell_00132","eL6"
"Dat2_Cell_00133","eL2/3"
"Dat2_Cell_00134","eL6"
"Dat2_Cell_00137","Oligo"
"Dat2_Cell_00138","eL2/3"
"Dat2_Cell_00139","eL2/3"
"Dat2_Cell_00140","eL4"
"Dat2_Cell_00141","Oligo"
"Dat2_Cell_00142","eL6"
"Dat2_Cell_00144","Oligo"
"Dat2_Cell_00147","eL4"
"Dat2_Cell_00149","eL2/3"
"Dat2_Cell_00152","eL4"
"Dat2_Cell_00154","Oligo"
"Dat2_Cell_00155","Oligo"
"Dat2_Cell_00157","Oligo"
"Dat2_Cell_00158","Oligo"
"Dat2_Cell_00159","eL4"
"Dat2_Cell_00160","eL2/3"
"Dat2_Cell_00161","eL5"
"Dat2_Cell_00162","eL4"
"Dat2_Cell_00163","Oligo"
"Dat2_Cell_00164","Oligo"
"Dat2_Cell_00171","eL4"
"Dat2_Cell_00174","Oligo"
"Dat2_Cell_00175","eL6"
"Dat2_Cell_00177","eL2/3"
"Dat2_Cell_00179","Oligo"
"Dat2_Cell_00180","eL6"
"Dat2_Cell_00181","eL4"
"Dat2_Cell_00182","Oligo"
"Dat2_Cell_00183","eL4"
"Dat2_Cell_00185","eL2/3"
"Dat2_Cell_00186","eL6"
"Dat2_Cell_00187","eL4"
"Dat2_Cell_00190","eL4"
"Dat2_Cell_00191","eL2/3"
"Dat2_Cell_00193","eL6"
"Dat2_Cell_00194","eL4"
"Dat2_Cell_00195","eL6"
"Dat2_Cell_00196","eL4"
"Dat2_Cell_00197","eL2/3"
"Dat2_Cell_00202","Oligo"
"Dat2_Cell_00203","eL2/3"
"Dat2_Cell_00208","eL4"
"Dat2_Cell_00211","eL4"
"Dat2_Cell_00212","eL6"
"Dat2_Cell_00213","eL2/3"
"Dat2_Cell_00215","eL6"
"Dat2_Cell_00216","eL5"
"Dat2_Cell_00217","eL6"
"Dat2_Cell_00220","eL4"
"Dat2_Cell_00223","Oligo"
"Dat2_Cell_00225","eL2/3"
"Dat2_Cell_00227","eL4"
"Dat2_Cell_00228","eL2/3"
"Dat2_Cell_00229","eL4"
"Dat2_Cell_00231","eL4"
"Dat2_Cell_00234","Oligo"
"Dat2_Cell_00235","eL4"
"Dat2_Cell_00239","eL4"
"Dat2_Cell_00240","Oligo"
"Dat2_Cell_00243","eL2/3"
"Dat2_Cell_00244","eL4"
"Dat2_Cell_00245","Oligo"
"Dat2_Cell_00249","Oligo"
"Dat2_Cell_00251","eL4"
"Dat2_Cell_00255","eL4"
"Dat2_Cell_00256","eL2/3"
"Dat2_Cell_00257","eL2/3"
"Dat2_Cell_00260","eL2/3"
"Dat2_Cell_00262","Oligo"
"Dat2_Cell_00266","eL4"
"Dat2_Cell_00267","eL2/3"
"Dat2_Cell_00268","Oligo"
"Dat2_Cell_00270","Oligo"
"Dat2_Cell_00283","Oligo"
"Dat2_Cell_00284","eL6"
"Dat2_Cell_00287","eL2/3"
"Dat2_Cell_00289","eL6"
"Dat2_Cell_00291","Oligo"
"Dat2_Cell_00292","eL4"
"Dat2_Cell_00294","Oligo"
"Dat2_Cell_00295","eL2/3"
"Dat2_Cell_00296","eL4"
"Dat2_Cell_00299","Oligo"
"Dat2_Cell_00303","Oligo"
"Dat2_Cell_00305","Oligo"
"Dat2_Cell_00306","eL4"
"Dat2_Cell_00307","eL4"
"Dat2_Cell_00310","eL6"
"Dat2_Cell_00311","Oligo"
"Dat2_Cell_00312","eL4"
"Dat2_Cell_00313","eL2/3"
"Dat2_Cell_00314","Oligo"
"Dat2_Cell_00317","eL6"
"Dat2_Cell_00318","eL4"
"Dat2_Cell_00319","eL4"
"Dat2_Cell_00320","eL6"
"Dat2_Cell_00322","eL6"
"Dat2_Cell_00325","eL2/3"
"Dat2_Cell_00326","Oligo"
"Dat2_Cell_00329","eL4"
"Dat2_Cell_00332","eL6"
"Dat2_Cell_00336","Oligo"
"Dat2_Cell_00338","eL2/3"
"Dat2_Cell_00343","Oligo"
"Dat2_Cell_00344","eL2/3"
"Dat2_Cell_00345","eL2/3"
"Dat2_Cell_00347","eL5"
"Dat2_Cell_00349","eL6"
"Dat2_Cell_00350","eL2/3"
"Dat2_Cell_00353","eL5"
"Dat2_Cell_00354","eL4"
"Dat2_Cell_00355","eL4"
"Dat2_Cell_00357","Oligo"
"Dat2_Cell_00361","Oligo"
"Dat2_Cell_00362","Oligo"
"Dat2_Cell_00363","eL6"
"Dat2_Cell_00364","eL4"
"Dat2_Cell_00365","eL4"
"Dat2_Cell_00366","eL2/3"
"Dat2_Cell_00367","eL4"
"Dat2_Cell_00372","eL4"
"Dat2_Cell_00373","eL2/3"
"Dat2_Cell_00374","eL4"
"Dat2_Cell_00376","Oligo"
"Dat2_Cell_00377","eL6"
"Dat2_Cell_00378","eL6"
"Dat2_Cell_00379","eL6"
"Dat2_Cell_00381","eL5"
"Dat2_Cell_00384","eL6"
"Dat2_Cell_00386","Oligo"
"Dat2_Cell_00388","eL5"
"Dat2_Cell_00389","eL2/3"
"Dat2_Cell_00390","eL2/3"
"Dat2_Cell_00391","Oligo"
"Dat2_Cell_00392","eL6"
"Dat2_Cell_00393","Oligo"
"Dat2_Cell_00395","eL4"
"Dat2_Cell_00396","eL6"
"Dat2_Cell_00397","eL4"
"Dat2_Cell_00399","eL2/3"
"Dat2_Cell_00400","Oligo"
"Dat2_Cell_00401","eL6"
"Dat2_Cell_00404","eL2/3"
"Dat2_Cell_00405","eL6"
"Dat2_Cell_00407","eL4"
"Dat2_Cell_00408","Oligo"
"Dat2_Cell_00409","eL2/3"
"Dat2_Cell_00412","eL2/3"
"Dat2_Cell_00414","eL6"
"Dat2_Cell_00415","eL4"
"Dat2_Cell_00416","eL5"
"Dat2_Cell_00418","eL2/3"
"Dat2_Cell_00419","eL2/3"
"Dat2_Cell_00420","eL2/3"
"Dat2_Cell_00421","eL6"
"Dat2_Cell_00423","eL5"
"Dat2_Cell_00424","eL5"
"Dat2_Cell_00429","Oligo"
"Dat2_Cell_00430","eL6"
"Dat2_Cell_00431","eL5"
"Dat2_Cell_00433","Oligo"
"Dat2_Cell_00434","Oligo"
"Dat2_Cell_00435","Oligo"
"Dat2_Cell_00436","eL4"
"Dat2_Cell_00439","eL2/3"
"Dat2_Cell_00440","eL4"
"Dat2_Cell_00442","eL6"
"Dat2_Cell_00443","eL5"
"Dat2_Cell_00444","eL2/3"
"Dat2_Cell_00447","eL4"
"Dat2_Cell_00448","Oligo"
"Dat2_Cell_00449","eL4"
"Dat2_Cell_00450","eL2/3"
"Dat2_Cell_00452","eL6"
"Dat2_Cell_00456","Oligo"
"Dat2_Cell_00458","eL2/3"
"Dat2_Cell_00461","Oligo"
"Dat2_Cell_00462","eL6"
"Dat2_Cell_00463","eL5"
"Dat2_Cell_00466","eL2/3"
"Dat2_Cell_00467","eL6"
"Dat2_Cell_00468","eL2/3"
"Dat2_Cell_00471","Oligo"
"Dat2_Cell_00472","Oligo"
"Dat2_Cell_00473","eL6"
"Dat2_Cell_00474","eL6"
"Dat2_Cell_00475","eL2/3"
"Dat2_Cell_00476","eL4"
"Dat2_Cell_00477","eL4"
"Dat2_Cell_00478","eL2/3"
"Dat2_Cell_00481","eL6"
"Dat2_Cell_00483","eL2/3"
"Dat2_Cell_00484","eL6"
"Dat2_Cell_00487","Oligo"
"Dat2_Cell_00488","eL6"
"Dat2_Cell_00489","eL6"
"Dat2_Cell_00490","eL4"
"Dat2_Cell_00491","eL2/3"
"Dat2_Cell_00492","Oligo"
"Dat2_Cell_00495","Oligo"
"Dat2_Cell_00496","eL4"
"Dat2_Cell_00497","eL4"
"Dat2_Cell_00501","Oligo"
"Dat2_Cell_00503","eL6"
"Dat2_Cell_00506","eL4"
"Dat2_Cell_00508","eL6"
"Dat2_Cell_00510","Oligo"
"Dat2_Cell_00513","eL4"
"Dat2_Cell_00516","eL4"
"Dat2_Cell_00519","Oligo"
"Dat2_Cell_00523","eL6"
"Dat2_Cell_00524","eL6"
"Dat2_Cell_00525","eL4"
"Dat2_Cell_00526","eL2/3"
"Dat2_Cell_00529","eL4"
"Dat2_Cell_00530","eL4"
"Dat2_Cell_00532","Oligo"
"Dat2_Cell_00535","eL2/3"
"Dat2_Cell_00536","eL5"
"Dat2_Cell_00537","eL4"
"Dat2_Cell_00538","eL4"
"Dat2_Cell_00539","eL2/3"
"Dat2_Cell_00542","eL5"
"Dat2_Cell_00544","eL5"
"Dat2_Cell_00545","eL2/3"
"Dat2_Cell_00546","eL4"
"Dat2_Cell_00549","eL4"
"Dat2_Cell_00550","eL4"
"Dat2_Cell_00552","eL6"
"Dat2_Cell_00553","Oligo"
"Dat2_Cell_00554","eL6"
"Dat2_Cell_00556","Oligo"
"Dat2_Cell_00558","eL4"
"Dat2_Cell_00560","eL6"
"Dat2_Cell_00561","eL2/3"
"Dat2_Cell_00562","eL4"
"Dat2_Cell_00565","Oligo"
"Dat2_Cell_00566","eL6"
"Dat2_Cell_00567","Oligo"
"Dat2_Cell_00568","eL2/3"
"Dat2_Cell_00569","eL2/3"
"Dat2_Cell_00571","eL5"
"Dat2_Cell_00572","eL4"
"Dat2_Cell_00573","Oligo"
"Dat2_Cell_00575","eL4"
"Dat2_Cell_00576","eL4"
"Dat2_Cell_00577","eL2/3"
"Dat2_Cell_00578","eL5"
"Dat2_Cell_00581","eL5"
"Dat2_Cell_00583","eL4"
"Dat2_Cell_00584","eL6"
"Dat2_Cell_00585","eL2/3"
"Dat2_Cell_00593","eL4"
"Dat2_Cell_00594","Oligo"
"Dat2_Cell_00596","Oligo"
"Dat2_Cell_00597","eL2/3"
"Dat2_Cell_00598","Oligo"
"Dat2_Cell_00599","eL4"
"Dat2_Cell_00604","eL6"
"Dat2_Cell_00605","eL4"
"Dat2_Cell_00606","eL4"
"Dat2_Cell_00607","eL4"
"Dat2_Cell_00611","Oligo"
"Dat2_Cell_00613","eL6"
"Dat2_Cell_00614","eL6"
"Dat2_Cell_00615","eL4"
"Dat2_Cell_00616","eL2/3"
"Dat2_Cell_00617","Oligo"
"Dat2_Cell_00619","eL6"
"Dat2_Cell_00626","Oligo"
"Dat2_Cell_00627","Oligo"
"Dat2_Cell_00628","eL4"
"Dat2_Cell_00629","eL2/3"
"Dat2_Cell_00631","Oligo"
"Dat2_Cell_00632","Oligo"
"Dat2_Cell_00633","eL4"
"Dat2_Cell_00636","Oligo"
"Dat2_Cell_00637","eL5"
"Dat2_Cell_00639","eL4"
"Dat2_Cell_00640","eL6"
"Dat2_Cell_00645","eL4"
"Dat2_Cell_00646","eL4"
"Dat2_Cell_00649","eL2/3"
"Dat2_Cell_00650","Oligo"
"Dat2_Cell_00652","eL6"
"Dat2_Cell_00654","Oligo"
"Dat2_Cell_00655","Oligo"
"Dat2_Cell_00656","eL2/3"
"Dat2_Cell_00657","eL4"
"Dat2_Cell_00658","Oligo"
"Dat2_Cell_00659","eL2/3"
"Dat2_Cell_00660","eL2/3"
"Dat2_Cell_00662","eL5"
"Dat2_Cell_00667","Oligo"
"Dat2_Cell_00669","eL6"
"Dat2_Cell_00671","eL6"
"Dat2_Cell_00672","eL4"
"Dat2_Cell_00673","eL2/3"
"Dat2_Cell_00674","Oligo"
"Dat2_Cell_00676","eL5"
"Dat2_Cell_00677","eL4"
"Dat2_Cell_00678","eL6"
"Dat2_Cell_00679","eL6"
"Dat2_Cell_00682","eL2/3"
"Dat2_Cell_00683","Oligo"
"Dat2_Cell_00686","Oligo"
"Dat2_Cell_00688","eL2/3"
"Dat2_Cell_00689","eL2/3"
"Dat2_Cell_00692","eL5"
"Dat2_Cell_00694","eL5"
"Dat2_Cell_00695","eL4"
"Dat2_Cell_00698","eL2/3"
"Dat2_Cell_00702","eL6"
"Dat2_Cell_00704","eL5"
"Dat2_Cell_00706","eL4"
"Dat2_Cell_00707","Oligo"
"Dat2_Cell_00708","Oligo"
"Dat2_Cell_00709","Oligo"
"Dat2_Cell_00711","eL4"
"Dat2_Cell_00712","eL2/3"
"Dat2_Cell_00714","eL5"
"Dat2_Cell_00715","eL6"
"Dat2_Cell_00716","eL4"
"Dat2_Cell_00717","eL2/3"
"Dat2_Cell_00719","eL2/3"
"Dat2_Cell_00721","Oligo"
"Dat2_Cell_00724","eL6"
"Dat2_Cell_00725","eL2/3"
"Dat2_Cell_00728","eL6"
"Dat2_Cell_00729","eL6"
"Dat2_Cell_00730","eL6"
"Dat2_Cell_00732","eL6"
"Dat2_Cell_00734","Oligo"
"Dat2_Cell_00737","eL6"
"Dat2_Cell_00739","eL6"
"Dat2_Cell_00741","eL2/3"
"Dat2_Cell_00744","Oligo"
"Dat2_Cell_00746","eL4"
"Dat2_Cell_00747","eL2/3"
"Dat2_Cell_00748","eL2/3"
"Dat2_Cell_00749","eL6"
"Dat2_Cell_00751","eL5"
"Dat2_Cell_00753","eL5"
"Dat2_Cell_00754","eL4"
"Dat2_Cell_00755","eL5"
"Dat2_Cell_00756","eL2/3"
"Dat2_Cell_00758","eL6"
"Dat2_Cell_00760","eL6"
"Dat2_Cell_00761","Oligo"
"Dat2_Cell_00762","eL4"
"Dat2_Cell_00763","eL6"
"Dat2_Cell_00764","eL6"
"Dat2_Cell_00765","Oligo"
"Dat2_Cell_00766","eL6"
"Dat2_Cell_00767","eL5"
"Dat2_Cell_00770","eL2/3"
"Dat2_Cell_00773","Oligo"
"Dat2_Cell_00774","eL2/3"
"Dat2_Cell_00776","eL6"
"Dat2_Cell_00777","eL4"
"Dat2_Cell_00778","Oligo"
"Dat2_Cell_00779","eL2/3"
"Dat2_Cell_00780","eL4"
"Dat2_Cell_00781","Oligo"
"Dat2_Cell_00783","eL4"
"Dat2_Cell_00784","Oligo"
"Dat2_Cell_00785","eL2/3"
"Dat2_Cell_00786","eL6"
"Dat2_Cell_00788","eL6"
"Dat2_Cell_00789","eL4"
"Dat2_Cell_00790","eL4"
"Dat2_Cell_00791","eL6"
"Dat2_Cell_00793","eL2/3"
"Dat2_Cell_00794","eL6"
"Dat2_Cell_00797","eL2/3"
"Dat2_Cell_00799","eL4"
"Dat2_Cell_00802","eL2/3"
"Dat2_Cell_00805","Oligo"
"Dat2_Cell_00806","Oligo"
"Dat2_Cell_00807","eL6"
"Dat2_Cell_00808","eL2/3"
"Dat2_Cell_00809","eL4"
"Dat2_Cell_00810","Oligo"
"Dat2_Cell_00812","eL4"
"Dat2_Cell_00813","eL2/3"
"Dat2_Cell_00814","eL5"
"Dat2_Cell_00818","Oligo"
"Dat2_Cell_00819","Oligo"
"Dat2_Cell_00820","eL4"
"Dat2_Cell_00823","eL6"
"Dat2_Cell_00824","eL4"
"Dat2_Cell_00826","Oligo"
"Dat2_Cell_00829","Oligo"
"Dat2_Cell_00830","eL6"
"Dat2_Cell_00834","eL4"
"Dat2_Cell_00835","eL2/3"
"Dat2_Cell_00836","eL6"
"Dat2_Cell_00839","Oligo"
"Dat2_Cell_00840","eL6"
"Dat2_Cell_00841","eL4"
"Dat2_Cell_00843","eL4"
"Dat2_Cell_00845","Oligo"
"Dat2_Cell_00847","Oligo"
"Dat2_Cell_00848","eL6"
"Dat2_Cell_00850","Oligo"
"Dat2_Cell_00851","eL4"
"Dat2_Cell_00852","eL2/3"
"Dat2_Cell_00853","eL2/3"
"Dat2_Cell_00854","eL2/3"
"Dat2_Cell_00855","eL5"
"Dat2_Cell_00859","eL6"
"Dat2_Cell_00861","Oligo"
"Dat2_Cell_00863","eL2/3"
"Dat2_Cell_00867","eL6"
"Dat2_Cell_00868","Oligo"
"Dat2_Cell_00870","eL2/3"
"Dat2_Cell_00875","Oligo"
"Dat2_Cell_00877","eL6"
"Dat2_Cell_00878","eL4"
"Dat2_Cell_00880","eL6"
"Dat2_Cell_00881","eL4"
"Dat2_Cell_00885","eL2/3"
"Dat2_Cell_00890","eL5"
"Dat2_Cell_00892","eL5"
"Dat2_Cell_00893","eL2/3"
"Dat2_Cell_00895","eL4"
"Dat2_Cell_00896","eL2/3"
"Dat2_Cell_00898","eL6"
"Dat2_Cell_00901","eL6"
"Dat2_Cell_00903","eL6"
"Dat2_Cell_00905","eL4"
"Dat2_Cell_00906","eL4"
"Dat2_Cell_00908","eL6"
"Dat2_Cell_00909","eL2/3"
"Dat2_Cell_00911","eL4"
"Dat2_Cell_00912","eL6"
"Dat2_Cell_00915","eL4"
"Dat2_Cell_00917","eL2/3"
"Dat2_Cell_00918","eL2/3"
"Dat2_Cell_00919","Oligo"
"Dat2_Cell_00920","eL6"
"Dat2_Cell_00924","Oligo"
"Dat2_Cell_00925","eL4"
"Dat2_Cell_00926","Oligo"
"Dat2_Cell_00927","eL6"
"Dat2_Cell_00931","eL4"
"Dat2_Cell_00932","eL2/3"
"Dat2_Cell_00935","eL6"
"Dat2_Cell_00936","eL6"
"Dat2_Cell_00939","eL2/3"
"Dat2_Cell_00940","eL4"
"Dat2_Cell_00944","eL4"
"Dat2_Cell_00946","eL6"
"Dat2_Cell_00949","eL6"
"Dat2_Cell_00950","Oligo"
"Dat2_Cell_00951","eL4"
"Dat2_Cell_00952","eL2/3"
"Dat2_Cell_00953","eL2/3"
"Dat2_Cell_00954","Oligo"
"Dat2_Cell_00955","eL2/3"
"Dat2_Cell_00957","eL4"
"Dat2_Cell_00958","eL2/3"
"Dat2_Cell_00959","eL4"
"Dat2_Cell_00960","eL2/3"
"Dat2_Cell_00963","eL4"
"Dat2_Cell_00967","Oligo"
"Dat2_Cell_00968","eL6"
"Dat2_Cell_00969","eL6"
"Dat2_Cell_00971","eL4"
