"","new_celltype"
"CY89A_Core_15_F03_S63_comb","Macrophage"
"cy82_CD45_neg_1_B09_S213_comb","CAF"
"Cy81_Bulk_CD45_D09_S141_comb","Mal"
"cy80_CD45_neg_G07_S943_comb","Endo."
"CY89COREQ1_H03_S375_comb","B.cell"
"cy80_CD45_pos_PD1_pos_B10_S118_comb","B.cell"
"cy80_CD45_neg_D12_S912_comb","CAF"
"cy79_p3_CD45_pos_PD1_neg_G01_S169_comb","B.cell"
"cy82_CD45_pos_1_A04_S484_comb","B.cell"
"CY89A_CD45_POS_6_H04_S184_comb","T.cell"
"cy79_p3_CD45_pos_PD1_neg_C02_S122_comb","B.cell"
"cy82_CD45_pos_1_G02_S554_comb","Macrophage"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_B12_S504_comb","B.cell"
"cy80_CD_90_pos_E09_S921_comb","CAF"
"cy80_CD45_pos_PD1_pos_H10_S190_comb","B.cell"
"cy79_p3_CD45_pos_PD1_neg_B10_S118_comb","B.cell"
"CY89FNAQ2_C11_S419_comb","Mal"
"cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_D04_S328_comb","Mal"
"cy80_CD_90_pos_D10_S910_comb","CAF"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_E06_S534_comb","B.cell"
"CY89FNA_E05_S245_comb","B.cell"
"CY89A_Core_15_F04_S64_comb","B.cell"
"CY89COREQ1_G08_S368_comb","Macrophage"
"CY89COREQ1_E05_S341_comb","B.cell"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_G02_S554_comb","B.cell"
"cy80_CD45_neg_C06_S894_comb","Endo."
"cy82_CD45_pos_2_D02_S518_comb","T.cell"
"cy79_p3_CD45_pos_PD1_neg_E09_S153_comb","NK"
"CY89A_CD45_POS_6_D06_S138_comb","T.cell"
"cy79_p3_CD45_neg_PDL1_neg_A07_S199_comb","Mal"
"CY89A_CD45_POS_6_F05_S161_comb","B.cell"
"cy80_CD_90_pos_C11_S899_comb","CAF"
"cy79_p3_CD45_pos_PD1_neg_C06_S126_comb","B.cell"
"cy80_CD_90_pos_C04_S892_comb","CAF"
"CY89A_Core_15_F05_S65_comb","B.cell"
"cy80_Cd45_pos_Pd1_neg_S248_C08_S248_comb","B.cell"
"cy80_CD_90_pos_B04_S880_comb","CAF"
"cy80_CD45_neg_E12_S924_comb","Endo."
"cy80_Cd45_pos_PD1_pos_A02_S14_comb","B.cell"
"CY89A_CD45_POS_10_A11_S203_comb","B.cell"
"cy80_CD45_neg_F12_S456_comb","B.cell"
"cy80_CD45_neg_D02_S422_comb","B.cell"
"cy82_CD45_pos_1_B12_S504_comb","B.cell"
"cy79_p5_CD45_neg_PDL1_neg_B04_S784_comb","Mal"
"cy80_Cd45_pos_Pd1_neg_S222_B06_S222_comb","B.cell"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_F09_S549_comb","B.cell"
"cy80_Cd45_pos_Pd1_neg_S204_A12_S204_comb","B.cell"
"CY89A_Core_15_E05_S53_comb","T.cell"
"cy80_Cd45_pos_Pd1_neg_S197_A05_S197_comb","B.cell"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_E07_S535_comb","B.cell"
"CY89A_CD45_POS_6_G06_S174_comb","T.cell"
"cy80_CD45_neg_C08_S416_comb","B.cell"
"CY89A_Core_15_C12_S36_comb","B.cell"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_H04_S568_comb","B.cell"
"cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_B11_S311_comb","Mal"
"cy79_p5_CD45_pos_PD1_pos_D09_S621_comb","B.cell"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_B03_S495_comb","B.cell"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_E04_S532_comb","B.cell"
"cy80_Cd45_pos_Pd1_neg_S203_A11_S203_comb","B.cell"
"Cy81_Bulk_CD45_D05_S137_comb","Mal"
"cy79_p3_CD45_pos_PD1_neg_C11_S131_comb","B.cell"
"cy80_Cd45_pos_Pd1_neg_S276_D12_S276_comb","B.cell"
"cy80_CD45_pos_PD1_pos_E09_S153_comb","B.cell"
"cy80_CD45_neg_D07_S427_comb","B.cell"
"CY89A_CD45_POS_6_F06_S162_comb","Macrophage"
"cy80_CD45_neg_B05_S401_comb","B.cell"
"CY89A_CD45_POS_10_B11_S215_comb","B.cell"
"cy79_p4_CD45_neg_PDL1_neg_G01_S1129_comb","Mal"
"CY89A_Core_15_H02_S86_comb","B.cell"
"cy80_Cd45_pos_Pd1_neg_S275_D11_S275_comb","B.cell"
"CY89A_Core_15_A07_S7_comb","T.cell"
"cy80_CD45_neg_F12_S936_comb","Endo."
"cy80_CD45_neg_F10_S934_comb","Endo."
"CY89FNA_D05_S233_comb","B.cell"
"cy80_Cd45_pos_Pd1_neg_S241_C01_S241_comb","B.cell"
"cy82_CD45_pos_2_G12_S564_comb","B.cell"
"CY89A_Core_15_B03_S15_comb","B.cell"
"cy80_CD45_neg_A10_S394_comb","B.cell"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_G06_S558_comb","B.cell"
"cy80_CD_90_pos_F09_S933_comb","CAF"
"cy80_CD_90_pos_F03_S927_comb","CAF"
"cy79_p4_CD45_pos_PD1_pos_B10_S310_comb","B.cell"
"CY89FNA_A03_S195_comb","T.cell"
"CY89A_Core_15_G12_S84_comb","T.cell"
"CY89A_CD45_POS_6_E01_S145_comb","B.cell"
"cy80_Cd45_pos_Pd1_neg_S339_G03_S339_comb","B.cell"
"cy79_p3_CD45_pos_PD1_neg_E11_S155_comb","B.cell"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_C12_S516_comb","B.cell"
"CY89FNA_C06_S222_comb","B.cell"
"cy80_CD45_neg_B05_S881_comb","Mal"
"Cy81_Bulk_CD45_F04_S160_comb","Endo."
"CY89FNAQ2_D04_S424_comb","Mal"
"CY89COREQ1_E11_S347_comb","B.cell"
"CY89COREQ1_C02_S314_comb","B.cell"
"cy80_Cd45_pos_PD1_pos_C12_S72_comb","T.cell"
"cy80_CD45_neg_H05_S953_comb","CAF"
"CY89A_CD45_POS_6_B07_S115_comb","B.cell"
"CY89A_CD45_POS_6_C11_S131_comb","T.cell"
"cy80_CD45_pos_PD1_pos_E01_S145_comb","B.cell"
"CY89FNA_G05_S269_comb","B.cell"
"cy82_CD45_pos_2_D09_S525_comb","Macrophage"
"CY89FNA_E07_S247_comb","B.cell"
"CY89FNA_B07_S211_comb","T.cell"
"cy80_CD45_neg_G02_S458_comb","Mal"
"CY89FNA_G03_S267_comb","B.cell"
"cy82_CD45_pos_1_C12_S516_comb","CAF"
"cy79_p3_CD45_pos_PD1_neg_F03_S159_comb","B.cell"
"cy82_CD45_pos_3_C08_S32_comb","NK"
"cy80_Cd45_pos_PD1_pos_S136_F04_S136_comb","T.cell"
"Cy81_Bulk_CD45_C09_S129_comb","Mal"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_G03_S555_comb","B.cell"
"cy80_Cd45_pos_Pd1_neg_S245_C05_S245_comb","B.cell"
"cy80_CD45_neg_F10_S454_comb","B.cell"
"cy80_Cd45_pos_Pd1_neg_S297_E09_S297_comb","B.cell"
"CY89A_CD45_POS_6_A11_S107_comb","B.cell"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_D08_S524_comb","B.cell"
"CY89COREQ1_F05_S353_comb","B.cell"
"cy80_CD_90_pos_F07_S931_comb","CAF"
"Cy81_Bulk_CD45_G05_S173_comb","Mal"
"cy80_CD45_pos_PD1_pos_H01_S181_comb","NK"
"CY89A_Core_15_C04_S28_comb","B.cell"
"cy80_Cd45_pos_Pd1_neg_S291_E03_S291_comb","B.cell"
"cy80_Cd45_pos_Pd1_neg_S266_D02_S266_comb","B.cell"
"CY89FNA_F08_S260_comb","B.cell"
"CY89A_CD45_POS_10_A02_S194_comb","B.cell"
"Cy81_Bulk_CD45_G08_S176_comb","CAF"
"cy80_CD45_neg_E09_S441_comb","T.cell"
"cy80_CD_90_pos_C05_S893_comb","CAF"
"cy80_Cd45_pos_Pd1_neg_S342_G06_S342_comb","B.cell"
"CY89A_CD45_POS_6_F01_S157_comb","NK"
"cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_A12_S12_comb","Mal"
"cy80_Cd45_pos_Pd1_neg_S369_H09_S369_comb","B.cell"
"cy79_p3_CD45_pos_PD1_neg_F01_S157_comb","B.cell"
"cy80_CD45_neg_D01_S421_comb","B.cell"
"CY89A_Core_15_G02_S74_comb","B.cell"
"cy79_p3_CD45_pos_PD1_neg_B12_S120_comb","B.cell"
"cy80_CD45_pos_PD1_pos_B08_S116_comb","B.cell"
"cy82_CD45_pos_2_H04_S568_comb","Macrophage"
"CY89COREQ1_E06_S342_comb","B.cell"
"cy79_p3_CD45_pos_PD1_neg_C07_S127_comb","B.cell"
"CY89A_Core_15_A05_S5_comb","B.cell"
"CY89COREQ1_C12_S324_comb","B.cell"
"Cy81_Bulk_CD45_B08_S116_comb","CAF"
"CY89COREQ1_E10_S346_comb","Macrophage"
"cy80_CD45_neg_C10_S898_comb","B.cell"
"Cy81_FNA_CD45_H05_S281_comb","B.cell"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_B11_S503_comb","B.cell"
"cy82_CD45_pos_2_C04_S508_comb","Macrophage"
"cy82_CD45_pos_1_F01_S541_comb","B.cell"
"cy80_CD_90_pos_B02_S878_comb","CAF"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_G08_S560_comb","B.cell"
"CY89COREQ1_B10_S310_comb","B.cell"
"Cy80_II_CD45_C12_S900_comb","Endo."
"cy80_Cd45_pos_PD1_pos_D01_S85_comb","T.cell"
"cy82_CD45_pos_1_D06_S522_comb","CAF"
"cy81_Bulk_CD45_neg_G02_S170_comb","Mal"
"cy80_CD45_neg_A04_S868_comb","Endo."
"CY89A_CD45_POS_6_C04_S124_comb","B.cell"
"CY89A_Core_15_E11_S59_comb","B.cell"
"cy80_CD45_neg_E02_S434_comb","B.cell"
"CY89FNAQ2_A03_S387_comb","Mal"
"CY89A_CD45_POS_6_D09_S141_comb","T.cell"
"cy79_p3_CD45_pos_PD1_neg_A05_S101_comb","B.cell"
"cy80_Cd45_pos_Pd1_neg_S267_D03_S267_comb","B.cell"
"CY89COREQ1_G11_S371_comb","B.cell"
"cy80_CD45_neg_C08_S896_comb","B.cell"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_D10_S526_comb","B.cell"
"Cy81_FNA_CD45_G11_S275_comb","B.cell"
"cy82_CD45_pos_3_H01_S85_comb","Mal"
"Cy81_Bulk_CD45_E11_S155_comb","T.cell"
"CY89A_Core_15_B09_S21_comb","B.cell"
"CY89COREQ1_B08_S308_comb","B.cell"
"cy82_CD45_pos_3_A07_S7_comb","NK"
"CY89CORE11_E07_S151_comb","Mal"
"cy79_p5_CD45_neg_PDL1_pos_A05_S677_comb","Mal"
"Cy80_II_CD45_G10_S946_comb","Endo."
"CY89NEG_D04_S40_comb","Mal"
"cy79_p3_CD45_neg_PDL1_neg_G02_S266_comb","Endo."
"Cy80_II_CD45_F08_S932_comb","Endo."
"CY89A_Core_15_D11_S47_comb","B.cell"
"CY89COREQ1_G07_S367_comb","B.cell"
"cy80_Cd45_pos_Pd1_neg_S289_E01_S289_comb","B.cell"
"CY89FNA_A10_S202_comb","B.cell"
"cy80_CD_90_pos_G06_S942_comb","CAF"
"cy79_p3_CD45_pos_PD1_neg_G10_S178_comb","B.cell"
"cy79_p3_CD45_pos_PD1_neg_E05_S149_comb","B.cell"
"CY89FNA_E03_S243_comb","Macrophage"
"cy79_p4_CD45_neg_PDL1_neg_B07_S1075_comb","Mal"
"cy79_p3_CD45_neg_PDL1_neg_G06_S270_comb","Mal"
"cy79_p3_CD45_neg_PDL1_neg_H06_S282_comb","Mal"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_E09_S537_comb","B.cell"
"cy80_cd_90_neg_C03_S123_comb","Mal"
"cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_A09_S9_comb","Mal"
"CY89A_CD45_POS_10_B06_S210_comb","B.cell"
"CY89FNA_C09_S225_comb","B.cell"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_C06_S510_comb","B.cell"
"cy82_CD45_pos_3_B12_S24_comb","Macrophage"
"cy80_Cd45_pos_Pd1_neg_S343_G07_S343_comb","B.cell"
"cy79_p4_CD45_neg_PDL1_pos_B08_S404_comb","Mal"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_C04_S508_comb","B.cell"
"cy80_CD_90_pos_E03_S915_comb","CAF"
"cy79_p3_CD45_pos_PD1_neg_B11_S119_comb","B.cell"
"cy79_p3_CD45_pos_PD1_neg_A09_S105_comb","B.cell"
"CY89A_Core_15_D01_S37_comb","T.cell"
"CY89COREQ1_D04_S328_comb","Macrophage"
"cy80_CD45_pos_PD1_pos_A04_S100_comb","B.cell"
"cy80_Cd45_pos_Pd1_neg_S271_D07_S271_comb","B.cell"
"cy80_Cd45_pos_Pd1_neg_S273_D09_S273_comb","B.cell"
"cy80_Cd45_pos_Pd1_neg_S269_D05_S269_comb","B.cell"
"cy79_p3_CD45_pos_PD1_neg_G02_S170_comb","B.cell"
"CY89COREQ1_E07_S343_comb","B.cell"
"cy80_Cd45_pos_Pd1_neg_S365_H05_S365_comb","T.cell"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_G10_S562_comb","B.cell"
"cy80_CD_90_pos_D03_S903_comb","CAF"
"CY89CORE11_G06_S174_comb","B.cell"
"CY89A_CD45_POS_6_A02_S98_comb","B.cell"
"CY89COREQ1_B06_S306_comb","B.cell"
"cy79_p3_CD45_neg_PDL1_neg_E11_S251_comb","Mal"
"CY89FNA_H07_S283_comb","B.cell"
"cy79_p3_CD45_pos_PD1_neg_G03_S171_comb","B.cell"
"cy80_Cd45_pos_Pd1_neg_S341_G05_S341_comb","B.cell"
"cy79_p3_CD45_pos_PD1_neg_G09_S177_comb","B.cell"
"CY89COREQ1_H01_S373_comb","B.cell"
"CY89NEG_B06_S18_comb","CAF"
"cy80_Cd45_pos_Pd1_neg_S200_A08_S200_comb","B.cell"
"cy80_cd_90_neg_G12_S180_comb","Mal"
"cy81_Bulk_CD45_neg_E03_S147_comb","Endo."
"Cy81_FNA_CD45_C01_S217_comb","T.cell"
"cy79_p5_CD45_neg_PDL1_pos_B03_S687_comb","Mal"
"CY89A_CD45_POS_6_H09_S189_comb","B.cell"
"Cy81_FNA_CD45_D01_S229_comb","Mal"
"cy79_p3_CD45_pos_PD1_neg_G06_S174_comb","B.cell"
"cy80_CD_90_pos_B06_S882_comb","CAF"
"cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_E09_S57_comb","Mal"
"cy80_CD45_neg_A06_S390_comb","Macrophage"
"cy79_p5_CD45_neg_PDL1_neg_F04_S832_comb","Mal"
"cy82_CD45_neg_1_D01_S229_comb","Mal"
"cy80_Cd45_pos_Pd1_neg_S346_G10_S346_comb","B.cell"
"cy80_Cd45_pos_Pd1_neg_S252_C12_S252_comb","B.cell"
"CY89A_CD45_POS_6_A05_S101_comb","Macrophage"
"Cy81_Bulk_CD45_E07_S151_comb","Mal"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_H07_S571_comb","B.cell"
"Cy81_Bulk_CD45_F07_S163_comb","Mal"
"cy82_CD45_pos_3_B08_S20_comb","NK"
"CY89A_CD45_POS_6_A06_S102_comb","B.cell"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_D03_S519_comb","B.cell"
"CY89A_CD45_POS_10_E06_S246_comb","Macrophage"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_D07_S523_comb","B.cell"
"cy80_Cd45_pos_Pd1_neg_S292_E04_S292_comb","B.cell"
"cy80_Cd45_pos_Pd1_neg_S199_A07_S199_comb","B.cell"
"Cy81_Bulk_CD45_C07_S127_comb","Macrophage"
"CY89A_Core_15_E06_S54_comb","B.cell"
"CY89A_Core_15_B08_S20_comb","B.cell"
"CY89A_CD45_POS_6_H10_S190_comb","Macrophage"
"CY89A_CD45_POS_6_G12_S180_comb","B.cell"
"CY89A_Core_15_G09_S81_comb","Macrophage"
"Cy81_Bulk_CD45_F08_S164_comb","Mal"
"Cy80_II_CD45_C03_S891_comb","Endo."
"cy82_CD45_neg_3_D03_S807_comb","Mal"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_C10_S514_comb","B.cell"
"cy80_CD45_neg_E01_S433_comb","B.cell"
"cy80_CD_90_pos_E05_S917_comb","CAF"
"CY89A_Core_15_F06_S66_comb","B.cell"
"cy79_p3_CD45_pos_PD1_neg_C10_S130_comb","B.cell"
"cy79_p3_CD45_pos_PD1_neg_F08_S164_comb","B.cell"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_B10_S502_comb","B.cell"
"Cy81_Bulk_CD45_E09_S153_comb","CAF"
"Cy81_FNA_CD45_F12_S264_comb","B.cell"
"Cy80_II_CD45_A04_S868_comb","CAF"
"CY89A_CD45_POS_6_F07_S163_comb","B.cell"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_C08_S512_comb","B.cell"
"CY89A_CD45_POS_6_D01_S133_comb","B.cell"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_E05_S533_comb","B.cell"
"CY89A_CD45_POS_6_C12_S132_comb","B.cell"
"CY89A_CD45_POS_6_D08_S140_comb","B.cell"
"cy80_CD45_neg_H01_S469_comb","B.cell"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_G11_S563_comb","B.cell"
"cy82_CD45_pos_3_G11_S83_comb","T.cell"
"CY89A_Core_15_A04_S4_comb","B.cell"
"cy79_p3_CD45_neg_PDL1_neg_G08_S272_comb","Mal"
"cy80_Cd45_pos_Pd1_neg_S372_H12_S372_comb","B.cell"
"CY89A_CD45_POS_10_A03_S195_comb","Macrophage"
"CY89A_Core_15_C03_S27_comb","B.cell"
"cy82_CD45_neg_3_C08_S800_comb","CAF"
"cy79_p3_CD45_pos_PD1_neg_E10_S154_comb","B.cell"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_F03_S543_comb","B.cell"
"CY89A_CD45_POS_10_H11_S287_comb","Macrophage"
"cy80_CD45_neg_B04_S400_comb","B.cell"
"CY89A_CD45_POS_6_C03_S123_comb","T.cell"
"cy80_CD45_neg_F07_S931_comb","Endo."
"cy79_p5_CD45_neg_PDL1_neg_B12_S792_comb","Mal"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_E12_S540_comb","B.cell"
"Cy81_FNA_CD45_H10_S286_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_C08_S320_comb","B.cell"
"cy80_cd_90_neg_H12_S192_comb","CAF"
"CY89A_CD45_POS_6_A10_S106_comb","B.cell"
"cy79_p3_CD45_neg_PDL1_neg_E06_S246_comb","Mal"
"cy82_CD45_pos_3_D04_S40_comb","CAF"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_E03_S531_comb","B.cell"
"CY89COREQ1_G06_S366_comb","B.cell"
"CY89A_CD45_POS_6_F03_S159_comb","Macrophage"
"cy79_p3_CD45_pos_PD1_neg_A04_S100_comb","B.cell"
"CY89A_Core_15_D06_S42_comb","B.cell"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_C05_S509_comb","B.cell"
"cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_C07_S319_comb","Endo."
"CY89A_CD45_POS_6_A04_S100_comb","Macrophage"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_C07_S511_comb","B.cell"
"cy79_p4_CD45_neg_PDL1_neg_C04_S1084_comb","B.cell"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_H09_S573_comb","B.cell"
"cy82_CD45_pos_1_D05_S521_comb","T.cell"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_F10_S550_comb","B.cell"
"cy82_CD45_pos_2_B04_S496_comb","T.cell"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_G12_S564_comb","B.cell"
"CY89COREQ1_F06_S354_comb","Macrophage"
"CY89COREQ1_G10_S370_comb","B.cell"
"cy79_p3_CD45_pos_PD1_neg_G11_S179_comb","B.cell"
"cy80_Cd45_pos_Pd1_neg_S293_E05_S293_comb","NK"
"CY89COREQ1_H10_S382_comb","B.cell"
"cy82_CD45_neg_2_E02_S242_comb","CAF"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_B07_S499_comb","B.cell"
"Cy80_II_CD45_A08_S872_comb","Endo."
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_E02_S530_comb","B.cell"
"cy80_CD45_neg_F08_S452_comb","T.cell"
"CY89FNAQ2_A11_S395_comb","Mal"
"CY89FNAQ2_C12_S420_comb","Mal"
"cy80_CD45_neg_F11_S455_comb","B.cell"
"cy79_p5_CD45_neg_PDL1_pos_G09_S753_comb","CAF"
"cy80_CD45_neg_B06_S882_comb","Endo."
"CY89FNAQ2_A06_S390_comb","B.cell"
"cy79_p4_CD45_neg_PDL1_neg_C06_S1086_comb","Mal"
"cy79_p3_CD45_neg_PDL1_neg_F10_S262_comb","Mal"
"cy80_Cd45_pos_PD1_pos_S119_E11_S119_comb","B.cell"
"cy79_p3_CD45_neg_PDL1_neg_E07_S247_comb","Mal"
"cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_H12_S384_comb","Mal"
"CY89COREQ1_E03_S339_comb","B.cell"
"cy79_p3_CD45_pos_PD1_neg_G07_S175_comb","B.cell"
"cy80_Cd45_pos_Pd1_neg_S223_B07_S223_comb","B.cell"
"cy82_CD45_pos_3_C06_S30_comb","B.cell"
"Cy81_Bulk_CD45_C12_S132_comb","Mal"
"CY89A_CD45_POS_6_A08_S104_comb","Macrophage"
"Cy81_FNA_CD45_D05_S233_comb","T.cell"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_G01_S553_comb","B.cell"
"cy79_p3_CD45_pos_PD1_neg_G04_S172_comb","B.cell"
"cy80_CD_90_pos_C02_S890_comb","CAF"
"CY89COREQ1_C08_S320_comb","B.cell"
"CY89A_CD45_POS_6_G01_S169_comb","B.cell"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_H06_S570_comb","B.cell"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_F04_S544_comb","B.cell"
"CY89A_CD45_POS_6_B09_S117_comb","B.cell"
"CY89A_Core_15_B10_S22_comb","B.cell"
"cy80_Cd45_pos_Pd1_neg_S219_B03_S219_comb","B.cell"
"cy80_Cd45_pos_Pd1_neg_S227_B11_S227_comb","B.cell"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_G04_S556_comb","B.cell"
"CY89A_Core_15_E04_S52_comb","B.cell"
"cy79_p3_CD45_neg_PDL1_neg_A12_S204_comb","Endo."
"CY89A_Core_15_H11_S95_comb","B.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_F01_S445_comb","B.cell"
"cy79_p3_CD45_pos_PD1_neg_C05_S125_comb","B.cell"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_B01_S493_comb","T.cell"
"CY89FNA_F03_S255_comb","B.cell"
"cy79_p4_CD45_neg_PDL1_neg_C10_S1090_comb","Mal"
"cy79_p3_CD45_pos_PD1_neg_G05_S173_comb","B.cell"
"cy80_Cd45_pos_Pd1_neg_S338_G02_S338_comb","B.cell"
"cy80_CD45_neg_C05_S893_comb","Endo."
"CY89A_Core_15_A03_S3_comb","B.cell"
"CY89A_CD45_POS_6_D11_S143_comb","Macrophage"
"Cy80_II_CD45_H03_S951_comb","CAF"
"cy80_CD45_neg_D05_S905_comb","Endo."
"cy80_Cd45_pos_PD1_pos_C08_S68_comb","B.cell"
"CY89A_CD45_POS_6_D07_S139_comb","B.cell"
"cy80_Cd45_pos_Pd1_neg_S247_C07_S247_comb","B.cell"
"cy80_CD45_pos_PD1_pos_G03_S171_comb","T.cell"
"cy80_CD_90_pos_A02_S866_comb","CAF"
"Cy81_Bulk_CD45_C08_S128_comb","Mal"
"CY89A_Core_15_A10_S10_comb","B.cell"
"cy79_p4_CD45_neg_PDL1_neg_F05_S1121_comb","Mal"
"CY89A_Core_15_D02_S38_comb","B.cell"
"cy79_p3_CD45_pos_PD1_neg_G12_S180_comb","B.cell"
"cy80_cd_90_neg_H04_S184_comb","Mal"
"CY89A_Core_15_C11_S35_comb","T.cell"
"CY89A_Core_15_F10_S70_comb","Macrophage"
"cy82_CD45_neg_3_H02_S854_comb","Mal"
"CY89A_CD45_POS_6_B05_S113_comb","B.cell"
"CY89COREQ1_G09_S369_comb","B.cell"
"CY89CORE11_E02_S146_comb","Mal"
"CY89COREQ1_F08_S356_comb","B.cell"
"CY89A_Core_15_D07_S43_comb","B.cell"
"CY89A_CD45_POS_6_G08_S176_comb","B.cell"
"Cy81_Bulk_CD45_F10_S166_comb","Endo."
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_G07_S559_comb","B.cell"
"Cy80_II_CD45_B04_S880_comb","Endo."
"CY89A_CD45_POS_6_B04_S112_comb","Macrophage"
"CY89A_CD45_POS_6_A09_S105_comb","B.cell"
"cy80_CD45_pos_PD1_pos_D11_S143_comb","B.cell"
"cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_D03_S135_comb","Mal"
"cy80_CD_90_pos_C07_S895_comb","Mal"
"cy80_CD_90_pos_H08_S956_comb","CAF"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_H12_S576_comb","B.cell"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_F08_S548_comb","B.cell"
"CY89COREQ1_C01_S313_comb","B.cell"
"CY89COREQ1_C07_S319_comb","B.cell"
"cy79_p3_CD45_pos_PD1_neg_F05_S161_comb","B.cell"
"cy80_Cd45_pos_Pd1_neg_S296_E08_S296_comb","B.cell"
"cy103_CD45pos_S158","Macrophage"
"cy103_CD45pos_S175","T.cell"
"cy103_CD45pos_S169","T.cell"
"cy103_CD45pos_S107","Macrophage"
"cy103_CD45pos_S113","B.cell"
"cy103_CD45pos_S187","Macrophage"
"cy103_CD45pos_S138","B.cell"
"cy103_CD45pos_S99","T.cell"
"cy103_CD45pos_S116","T.cell"
"cy103_CD45pos_S118","B.cell"
"cy103_CD45pos_S188","B.cell"
"cy103_CD45pos_S106","B.cell"
"cy103_CD45pos_S152","B.cell"
"cy103_CD45pos_S105","T.cell"
"cy103_CD45pos_S159","T.cell"
"cy103_CD45pos_S150","T.cell"
"cy103_CD45pos_S122","B.cell"
"cy103_CD45pos_S156","T.cell"
"cy103_CD45pos_S139","B.cell"
"cy103_CD45pos_S149","B.cell"
"cy103_CD45pos_S173","T.cell"
"cy103_CD45pos_S142","T.cell"
"cy103_CD45pos_S179","T.cell"
"cy103_CD45pos_S144","B.cell"
"cy103_CD45pos_S115","Macrophage"
"cy103_CD45pos_S170","B.cell"
"cy103_CD45pos_S167","B.cell"
"cy103_CD45pos_S133","B.cell"
"cy103_CD45pos_S153","B.cell"
"cy103_CD45pos_S172","T.cell"
"cy103_CD45pos_S190","T.cell"
"cy103_CD45pos_S108","T.cell"
"cy103_CD45pos_S128","B.cell"
"cy103_CD45pos_S184","T.cell"
"cy103_CD45pos_S176","T.cell"
"cy103_CD45pos_S140","T.cell"
"cy103_CD45pos_S182","T.cell"
"cy103_CD45pos_S186","B.cell"
"cy103_CD45pos_S110","T.cell"
"cy103_CD45pos_S145","T.cell"
"cy103_CD45pos_S155","T.cell"
"cy103_CD45pos_S119","T.cell"
"cy103_CD45pos_S123","T.cell"
"cy103_CD45pos_S146","T.cell"
"cy103_CD45pos_S129","T.cell"
