,Oligo,eL2/3,eL4,eL5,eL6
x2534y11863,0.1170372581031944,0.17543084292635017,0.7075318989704553,0.0,0.0
x3034y11863,0.0,0.0,1.0,0.0,0.0
x3534y11863,0.0,0.06178324252344657,0.9382167574765534,0.0,0.0
x4534y11863,0.0,1.0,0.0,0.0,0.0
x5034y11863,0.0,1.0,0.0,0.0,0.0
x5534y11863,0.0,0.906632267795842,0.09336773220415805,0.0,0.0
x6034y11863,0.0,1.0,0.0,0.0,0.0
x6534y11863,0.107728850811381,0.8922711491886189,0.0,0.0,0.0
x7034y11863,0.04931266262832235,0.9506873373716777,0.0,0.0,0.0
x8034y11863,0.0,1.0,0.0,0.0,0.0
x8534y11863,0.07343332524835236,0.9265666747516477,0.0,0.0,0.0
x9034y11863,0.15242212130437152,0.8475778786956285,0.0,0.0,0.0
x9534y11863,0.0,1.0,0.0,0.0,0.0
x10034y11863,0.0,0.9890005340852595,0.0,0.010999465914740518,0.0
x10534y11863,0.0,1.0,0.0,0.0,0.0
x34y12363,0.0,1.0,0.0,0.0,0.0
x1034y12363,0.0,0.9365820443443378,0.06341795565566223,0.0,0.0
x1534y12363,0.0,1.0,0.0,0.0,0.0
x2034y12363,0.26798406859759544,0.6738952218307936,0.0,0.058120709571610994,0.0
x2534y12363,0.0782199478193323,0.9217800521806676,0.0,0.0,0.0
x3034y12363,0.2172917071323452,0.0,0.6875876172050798,0.09512067566257508,0.0
x3534y12363,0.0,0.0,0.8504355395359019,0.0,0.1495644604640981
x4534y12363,0.0,1.0,0.0,0.0,0.0
x5034y12363,0.0,0.8452134691652953,0.09106941537562627,0.06371711545907838,0.0
x5534y12363,0.0,0.975919588143444,0.0,0.02408041185655591,0.0
x6034y12363,0.0,1.0,0.0,0.0,0.0
x6534y12363,0.0,1.0,0.0,0.0,0.0
x7034y12363,0.10157580626704539,0.8984241937329546,0.0,0.0,0.0
x7534y12363,0.0,0.9433888914548622,0.0,0.0566111085451379,0.0
x8034y12363,0.09052403290549894,0.909475967094501,0.0,0.0,0.0
x8534y12363,0.04888818119542395,0.9511118188045761,0.0,0.0,0.0
x9034y12363,0.0,1.0,0.0,0.0,0.0
x9534y12363,0.0,1.0,0.0,0.0,0.0
x10034y12363,0.08991639493102498,0.910083605068975,0.0,0.0,0.0
x10534y12363,0.0,1.0,0.0,0.0,0.0
x34y12863,0.23748617924030602,0.6744304200406523,0.08808340071904176,0.0,0.0
x534y12863,0.0,1.0,0.0,0.0,0.0
x1034y12863,0.0,1.0,0.0,0.0,0.0
x1534y12863,0.46546582863192687,0.5345341700433184,1.324754742377483e-09,0.0,0.0
x2034y12863,0.0,1.0,0.0,0.0,0.0
x2534y12863,0.12826708812659876,0.823349600321671,0.048383311551730215,0.0,0.0
x3034y12863,0.014746193150789408,0.7996347343120864,0.18561907253712412,0.0,0.0
x3534y12863,0.06469501242033489,0.9353049875796652,0.0,0.0,0.0
x4534y12863,0.0,1.0,0.0,0.0,0.0
x5034y12863,0.00922779199600902,0.9907722080039909,0.0,0.0,0.0
x5534y12863,0.027318339720759068,0.9556259768510996,0.017055683428141264,0.0,0.0
x6034y12863,0.0,1.0,0.0,0.0,0.0
x6534y12863,0.0,1.0,0.0,0.0,0.0
x7034y12863,0.0,1.0,0.0,0.0,0.0
x7534y12863,0.0,1.0,0.0,0.0,0.0
x8034y12863,0.13461141579418237,0.8653885842058177,0.0,0.0,0.0
x9034y12863,0.0,1.0,0.0,0.0,0.0
x34y13363,0.0,1.0,0.0,0.0,0.0
x534y13363,0.0,1.0,0.0,0.0,0.0
x1034y13363,0.0,0.9624207823511514,0.0,0.037579217648848716,0.0
x1534y13363,0.0,0.9395489512717123,0.06045104872828777,0.0,0.0
x2034y13363,0.08898025363731751,0.9110197463626825,0.0,0.0,0.0
x2534y13363,0.016613434558847808,0.9170004730691308,0.0663860923720214,0.0,0.0
x3034y13363,0.0,1.0,0.0,0.0,0.0
x3534y13363,0.02885791232760133,0.9711420876723987,0.0,0.0,0.0
x4534y13363,0.0,1.0,0.0,0.0,0.0
x5034y13363,0.15843069605072552,0.667956943943849,0.0,0.07602387112673321,0.09758848887869234
x9034y13363,0.0726704678519908,0.46608627728000485,0.2838319885954972,0.17741126627250703,0.0
x34y13863,0.0,0.7747307168533868,0.2252692831466133,0.0,0.0
x534y13863,0.0,1.0,0.0,0.0,0.0
x1034y13863,0.0,1.0,0.0,0.0,0.0
x1534y13863,0.0,1.0,0.0,0.0,0.0
x2034y13863,0.0,0.9619972263722314,0.0,0.03800277362776867,0.0
x2534y13863,0.18302189495715881,0.8169781050428412,0.0,0.0,0.0
x3034y13863,0.0,1.0,0.0,0.0,0.0
x3534y13863,0.0,0.838040574569271,0.0,0.16195942543072908,0.0
x7034y13863,1.0,0.0,0.0,0.0,0.0
x7534y13863,1.0,0.0,0.0,0.0,0.0
x1034y14363,0.05660045251944496,0.9433995474805551,0.0,0.0,0.0
x1534y14363,0.0,1.0,0.0,0.0,0.0
x2034y14363,0.0,1.0,0.0,0.0,0.0
x2534y14363,0.10668805995946758,0.8933119400405325,0.0,0.0,0.0
x3034y14363,0.07855121260070273,0.9214487873992974,0.0,0.0,0.0
x3534y14363,0.0,0.568162484334587,0.12990052625537046,0.30193698941004243,0.0
x2034y14863,0.0,1.0,0.0,0.0,0.0
x2534y14863,0.0,1.0,0.0,0.0,0.0
x3034y14863,0.07767100762033106,0.9223289923796689,0.0,0.0,0.0
x3034y15363,0.014722326783843368,0.9852776732161567,0.0,0.0,0.0
x3534y15363,0.08232154700150741,0.9176784529984926,0.0,0.0,0.0
x1534y15863,0.4741757023083801,0.0,0.0,0.0,0.5258242976916199
