,Astro,Endo,High Intronic,Micro,Oligo,PVALB,SST,Smc,VIP,eL2/3,eL4,eL5,eL6
x8534y5550,0,0,0.125740736659694,0,0.564728404857563,0.0591984108479569,0.154642027959211,0,0,0.0956904196755754,0,0,0
x9034y5550,0.0540721774874515,0,0,0.354301547243005,0.0485294106723761,0,0,0.00601516467032114,0,0.243413509144341,0,0.293668190782505,0
x9534y5550,0,0.0990257348824597,0,0.324259753083337,0.0799879641968722,0,0,0.147866444805984,0,0,0,0.188060793055563,0.160799309975783
x10034y5550,0.0147780396838506,0,0,0,0,0.304822880230852,0.00589530464420536,0,0,0,0,0.674503775441092,0
x34y6050,0,0,0.188714443351763,0.108687795495838,0.197104354919445,0,0.00276947179212869,0.057025670351488,0.00919975954085321,0,0,0.133696888473619,0.302801616074864
x534y6050,0,0.0121673537495268,0,0,0,0,0.514333711785234,0.101189809977579,0.194696148129436,0.0510619609817626,0,0,0.126551015376461
x1034y6050,0.0316668287345049,0.445748541913284,0.200373263367998,0,0,0,0,0.183086321872043,0,0,0,0,0.13912504411217
x1534y6050,0,0.0440858182663027,0.174039048715803,0,0.0394556841800259,0.0459607770971638,0,0.0334774924286203,0.0149302290036139,0,0,0.311163445373837,0.336887504934634
x2034y6050,0,0,0,0.121830169581647,0.035297194320337,0,0,0.17311966947223,0.0951204146508496,0,0,0.231460894043158,0.343171657931779
x2534y6050,0,0,0.120858008579154,0.0514412602497346,0,0,0.078439300012773,0.136898565765598,0.0810597133099303,0,0,0.175826744462185,0.355476407620625
x3034y6050,0,0.0437590008834398,0.158507844193981,0.0725894625200375,0,0.0392674835831318,0,0,0,0,0,0.202015178095395,0.483861030724016
x3534y6050,0,0.125728186317203,0.185506571625349,0,0.128139334703043,0,0,0.115202868630363,0,0,0,0,0.445423038724043
x4534y6050,0,0.0247595363594627,0,0,0,0.0999135618954186,0,0.0866675338575645,0.20435028445724,0,0,0.584309083430314,0
x5034y6050,0.10275579488733,0.139122424703439,0,0,0,0,0,0.136823354248653,0.206910260301065,0.125570858602579,0,0.161588338080557,0.127228969176378
x5534y6050,0.0548714433856127,0.0422139145507309,0,0,0.115990328673457,0.188497299765977,0,0,0.243144352981802,0,0,0.355282660642421,0
x6034y6050,0.718921431612936,0,0,0,0,0.0143030465149394,0,0.00437480077555277,0,0,0.076496796843447,0,0.185903924253125
x6534y6050,0.0300493994399495,0,0,0,0,0,0.0767176081718633,0.00567745770355035,0,0,0,0.887555534684637,0
x7034y6050,0.11864065804991,0,0,0,0,0,0.226637749283082,0.100111700809918,0,0,0,0.55460989185709,0
x7534y6050,0,0,0,0,0,0.501114237825708,0.303334153368959,0,0.195551608805333,0,0,0,0
x8034y6050,0.223204051638599,0.0649699185228315,0,0.100619342985907,0,0,0.0452392468769314,0.0492520173317036,0.176208268054827,0,0,0.340507154589201,0
x8534y6050,0,0.0239544944024291,0,0.0307117613638293,0,0,0.424121310690368,0.0172147420477869,0.3634905270876,0,0.140507164407987,0,0
x9034y6050,0,0.145103792072556,0,0.0462058228871293,0.255171011156777,0.20904930481245,0.027141908114231,0,0,0,0,0.317328160956856,0
x9534y6050,0,0.0515487881965955,0,0,0,0.29276167901515,0.149980067745842,0,0.401815145104058,0,0,0,0.103894319938355
x10034y6050,0.0467422022048059,0.11867412218321,0,0.166317907665604,0.0232886929090958,0,0.123929973998158,0.0466362803917134,0,0,0,0.474410820647413,0
x10534y6050,0.267585375774307,0.0173121002989582,0,0.1378756903553,0,0,0,0,0.166687665742726,0,0,0.410539167828709,0
x534y6550,0,0.0225476958878071,0,0,0.0128127897673275,0.848632028828278,0,0,0.0193297004570092,0.0275515427085519,0,0.034076030823349,0.0350502115276769
x1034y6550,0,0,0,0,0,0.366788019333937,0,0,0.27459683589689,0,0.358615144769173,0,0
x1534y6550,0,0,0,0,0.0418336606608377,0.116372170339013,0.0385677256329583,0.0381969737910393,0.121804321447289,0,0.271921525255065,0.21277100817188,0.158532614701917
x2034y6550,0,0.0249235771721732,0.0714427256338976,0.0455434986181632,0,0.38491838685477,0.115646491848075,0.0186923526974602,0.141679294587152,0,0,0.19715367258831,0
x2534y6550,0,0.115056225718419,0,0,0,0.0528566579965881,0,0.164156482841793,0.0214592335494169,0,0.124409262575479,0,0.522062137318304
x3034y6550,0,0,0,0.0329293505153003,0,0.114190918913241,0.00685285369860445,0.0516328429540664,0,0,0,0,0.794394033918788
x3534y6550,0,0,0.208978222268349,0.128376910348487,0,0.161149517328726,0.0840384204969165,0.00840410127838133,0,0,0,0.288056369004203,0.120996459274937
x4534y6550,0.107676957876093,0,0.0950330874555622,0,0.00206284623633214,0.444025798778293,0,0.0540275767115213,0.0466730575757286,0,0,0.25050067536647,0
x5034y6550,0,0,0,0,0.00327593550114016,0,0.229559300664462,0.0422948872097787,0.0998168025347733,0.172193733128807,0,0.301423245606085,0.151436095354954
x5534y6550,0.0107535996424443,0,0,0.164536297912248,0.17589021172884,0,0,0,0,0.172248675424609,0,0.476571215291859,0
x6034y6550,0.271780440349722,0,0,0.113558876531366,0,0,0.361147032597786,0.0406034002277378,0.212910250293389,0,0,0,0
x6534y6550,0,0.0767439875119165,0,0.233541477126412,0,0.209023885349995,0,0.0293289506306504,0.127082950247486,0,0,0.32427874913354,0
x7034y6550,0,0.191372711662248,0.141892014675588,0,0.172305740164952,0.164787874399594,0.208415542174783,0,0,0,0,0.121226116922834,0
x7534y6550,0.00694881754886358,0,0,0.0961459986583016,0,0.315768798764236,0,0,0,0,0,0.581136385028598,0
x8034y6550,0.258767003697106,0,0,0,0,0.0899363132930576,0.0997111162429789,0,0,0,0,0.551585566766858,0
x8534y6550,0,0.0609404984723215,0,0,0,0.711691469701168,0,0,0.0999728618741533,0,0,0.127395169952357,0
x9034y6550,0,0,0,0,0.0136510738930025,0.367798191313197,0,0,0.226377034603104,0.119053506354979,0,0.273120193835718,0
x9534y6550,0,0,0,0,0,0.13264678704133,0,0.17113285743238,0.30425641409119,0,0,0.391963941435101,0
x10034y6550,0,0,0,0.0633856488963631,0,0,0.414750378858135,0,0.0669838538158272,0,0,0.454880118429675,0
x10534y6550,0.275250711853323,0,0,0,0,0.4078873099087,0,0,0,0,0,0.316861978237976,0
x34y7050,0.0322812909953368,0.152311842223448,0.110195201746029,0,0.0999302140309748,0.0789069219565117,0,0.0276047150975036,0,0,0,0.498769813950196,0
x534y7050,0.0869648448520427,0,0,0,0.0850860273228738,0.244703633904213,0,0.0429973731085686,0,0.156954930809402,0,0.383293190002899,0
x1034y7050,0.242048612702155,0,0.191665939463151,0.0510853842126147,0,0.301207349426641,0,0,0.213992714195438,0,0,0,0
x1534y7050,0.0502762868557301,0,0,0,0.0626537324725107,0,0.356514462377266,0.0429025693266551,0,0,0,0.354787612905612,0.132865336062226
x2034y7050,0,0,0,0,0.0047250477522029,0.380131254158886,0,0.152393791390225,0.0801496367809113,0,0.20470909462379,0,0.177891175293985
x2534y7050,0.00680586044356381,0,0,0,0.103184427963472,0.033072343273596,0,0.0652361853778527,0.0102850866929856,0,0.341168896059622,0.130664843019492,0.309582357169416
x3034y7050,0.246961219502083,0.0410129548417997,0,0,0,0.0575225889048589,0,0.0895029654320651,0.00266559005822656,0,0,0.141748856138773,0.420585825122194
x3534y7050,0.0652893437942325,0,0.179086985464083,0,0,0.0736639108142654,0.0468666712523991,0,0.0791189901361832,0,0,0,0.555974098538837
x4534y7050,0.269333285557472,0,0,0.276718704321701,0.023703275291266,0,0.0767908193246054,0,0,0,0,0.156175464268473,0.197278451236482
x5034y7050,0.110161852448328,0.120462569345683,0.00156880250194356,0.16257796135919,0.31688218759682,0,0,0.288346626748036,0,0,0,0,0
x5534y7050,0,0,0,0.258703217538677,0.284862020753653,0,0.0339252224181847,0,0,0.119961737629441,0,0.302547801660044,0
x6034y7050,0,0.0432077131621346,0,0,0,0,0,0.00481564054287874,0.550759146415254,0,0,0.401217499879732,0
x6534y7050,0,0.0635322815362327,0,0,0.0278319726087926,0.230024174659613,0,0,0.013812580341772,0,0,0.342229221595561,0.322569769258029
x7034y7050,0.00669458891820272,0.125939205578742,0.0381267155895185,0,0.521865217026445,0.29915789748773,0,0,0.00821637539936127,0,0,0,0
x7534y7050,0.0294276023820365,0.133550964142085,0,0,0,0.391959222228064,0,0,0,0.0981280571936616,0,0.346934154054153,0
x8034y7050,0.0586546598893164,0,0,0.537343297989425,0,0.0518228376225178,0,0.0153431265514515,0.14404681748474,0,0,0.192789260462549,0
x8534y7050,0,0.0240398584726334,0,0,0,0.397800380146198,0.0503055419439581,0,0.0661325794622207,0,0,0.46172163997499,0
x9034y7050,0,0.123774807583286,0,0,0,0.41270293177851,0.15829735935726,0.0159161801522482,0.044164777727492,0.0996129797473589,0,0.145530963653845,0
x9534y7050,0.549981804221757,0.16308301738901,0.105883144276467,0,0,0.141697427015888,0,0,1.32585357639196e-10,0.0393546069642926,0,0,0
x10034y7050,0,0.0438601259232824,0,0,0.0113688539231723,0.749362160092528,0,0,0.195408860061017,0,0,0,0
x10534y7050,0,0.0756160274401341,0.424352959566205,0.0295636961788539,0,0.143961648145948,0.146739916252758,0.0471333295911684,0,0,0,0,0.132632422824933
x34y7550,0.0583603987628966,0.0248202009241915,0,0,0.0372507434219865,0.552235829397802,0.0421252163759649,0,0,0.0371509089867525,0,0.248056702130406,0
x534y7550,0,0.0694158834801345,0,0,0,0.267156783435702,0,0.0819711921568287,0.114698327923482,0,0,0.466757813003853,0
x1034y7550,0.0158855299588308,0.0861250589051554,0,0,0.230440239107417,0.371102318659552,0,0,0.0231001302854382,0,0,0.273346723083606,0
x1534y7550,0,0.11861732148076,0.114977270269708,0,0,0,0,0.0999315881898035,0.293218684750126,0,0,0.373255135309602,0
x2034y7550,0,0,0,0,0,0.198996800068558,0,0.00487815668944972,0.236674019558167,0,0,0.559451023683826,0
x2534y7550,0.0758110282015849,0,0,0,0.00394500872787052,0.50781970610669,0,0,0.157403480441389,0.0503217341577548,0,0.172679754786149,0.0320192875785617
x3034y7550,0.00676851906729502,0.203630623423413,0,0.0481307174916794,0.0187129006758349,0,0.231880540596613,0,0,0,0,0.490876698745165,0
x3534y7550,0.266212775295145,0.105938635491749,0,0,0,0.0925021571996919,0.178444023789339,0,0,0.0981519505026613,0,0,0.258750457721415
x4534y7550,0.152839778769122,0,0,0.194224558733362,0,0,0.396641593686284,0.0129108291031402,0.153536015791131,0,0,0.0898472239169612,0
x5034y7550,0,0.068862309582801,0,0.0416539310977151,0,0,0,0,0.126484905591349,0.170552345226807,0,0.592446508501328,0
x5534y7550,0.017387582441695,0,0.0670425161988759,0,0.198275968779571,0.103361188839218,0,0.134416875361717,0.174372032569516,0.305143835809407,0,0,0
x6034y7550,0.205038821330967,0.456972749815586,0.162103378234578,0,0.0926112773624666,0,0.0444048520738801,0,0,0,0,0,0.0388689211825226
x6534y7550,0,0,0,0.0508248792628085,0,0.12808105169497,0.307013458257092,0,0,0.158274721757412,0,0.355805889027718,0
x7034y7550,0.0940800318390891,0.12114418455479,0,0,0,0.253535471212932,0,0,0,0.211541300422489,0,0.3196990119707,0
x7534y7550,0.245074842572007,0,0.0975178529474636,0.310972104341135,0.215049721888666,0.0502468861086834,0,0.00540946247368937,0,0,0,0,0.0757291296683556
x8034y7550,0.148330495051657,0.0976561048065358,0.166281611586194,0.0608721057768994,0.076356477931095,0.294634725684622,0.131792029210384,0,0.0240764499526132,0,0,0,0
x8534y7550,0,0,0.296435776539005,0.0678845746544746,0.127759732158173,0.166539928585279,0.22454987148967,0,0,0,0,0,0.116830116573398
x9034y7550,0.0182866434835368,0.036301917284355,0.314034639448459,0.22581190773888,0,0,0.200984281026044,0.0437596810633796,0,0,0,0,0.160820929955346
x9534y7550,0,0,0.457147218605076,0,0,0.0632371208340351,0.0229409388760721,0.0388795357785695,0.22128103438088,0,0,0.196514151525367,0
x10034y7550,0,0,0.472970045652753,0,0.0534650977749016,0.0253600321068483,0,0.129653684844074,0,0.0781633255077921,0,0.240387814113631,0
x10534y7550,0,0.0278780774216881,0.362940779852041,0.030511418725856,0,0.146582744422673,0,0,0,0,0,0.432086979577742,0
x34y8050,0.186198317818975,0.0285880569043095,0.102118421714648,0.0462004784219252,0,0.489882057029065,0,0,0.0467024665161369,0,0,0.10031020159494,0
x534y8050,0,0,0.0752931046647153,0,0.11984053103784,0,0,0.0830852004903672,0.594139525542275,0.0390906135359584,0,0.0885510247288441,0
x1034y8050,0,0.0594830441763062,0,0,0.00442869646856303,0.158985470104083,0,0.0407145739724794,0.290920006880468,0.283268241018364,0,0.162199967379736,0
x1534y8050,0.0455897883906148,0.0756895613945776,0,0,0.0190811585389176,0,0.294547379164318,0,0,0.169326561063445,0,0.395765551448127,0
x2034y8050,0,0.126686273728158,0,0,0.124119025595606,0.226796018168957,0,0,0.0375117720835143,0,0,0.484886910423764,0
x2534y8050,0.0598437351272602,0,0,0,0,0.27649707582994,0,0.0212494795575813,0.352000365892883,0.0767661120505199,0,0.213643231541815,0
x3034y8050,0.00311096215896371,0.0701763578066137,0,0,0,0.653477189489983,0,0,0.01106725092371,0,0,0.26216823962073,0
x4534y8050,0,0,0,0,0,0.268406070548639,0,0.00726239856524776,0.389039896893401,0,0,0.335291633992713,0
x5034y8050,0,0.0858123857922971,0.161814597296473,0,0.00503866237262185,0,0.026488657426051,0,0.477153684628914,0,0,0.243692012483643,0
x5534y8050,0.0068491383100577,0.544872427827872,0.073560434000603,0.285319811441644,0,0,0,0,0,0,0,0.0893981884198231,0
x6034y8050,0,0,0,0.0331695580740667,0.074408328227158,0.45840660208389,0,0,0.289694386991548,0.0846972020743831,0,0.0596239225489544,0
x6534y8050,0,0.0786363126953541,0.542928170643294,0,0.0439045222301157,0,0,0.037422158763773,0.157809834232728,0,0,0.139299001434735,0
x7034y8050,0,0.0731393073391369,0.351685371679779,0.120626422205668,0.00375547805283548,0,0.0859751902588627,0,0.257472914322721,0,0.107345316140997,0,0
x7534y8050,0.110342273173929,0,0,0.0242580069900033,0,0,0.584510891746938,0.0353835305648566,0.245505297524273,0,0,0,0
x8034y8050,0,0,0.450899717799916,0.0998989507106866,0,0,0,0.0245575138596769,0.138337137421116,0,0.286306680208605,0,0
x8534y8050,0.0409607028118752,0,0.246956223594578,0.110248163976225,0,0.34348512095919,0,0.0210867029631809,0.0362666473432758,0,0,0.200996438351676,0
x9034y8050,0.19367150945787,0,0.341638020421158,0.246688560380535,0,0,0.0426190123142306,0,0,0,0,0.175382897426206,0
x9534y8050,0,0,0.500427286174852,0.0360323521748654,0,0.0967178971110061,0,0.112796640381786,0.0196860163315427,0,0.234339807825947,0,0
x10034y8050,0.0131323649339557,0,0.649958992574823,0.0743451449179624,0,0,0.259088308784866,0.00347518878839331,0,0,0,0,0
x10534y8050,0.0512851187679532,0,0.392192230208216,0.0616700385267332,0,0,0.300815125386652,0.043189086175195,0.135909147668749,0.0149392532665023,0,0,0
x34y8550,0,0,0.43942860221875,0,0.00659396580965389,0.116629202177896,0,0.0790020403265998,0.209055876797638,0,0,0.149290312669463,0
x534y8550,0.305927373918836,0.00992333985848766,0.196610738611701,0,0.00582974409401104,0,0.176060056243519,0,0.0510016570552857,0,0.17496998797242,0,0.0796771022457399
x1034y8550,0,0.141443582831725,0,0,0.0938511347901652,0.0742091975898222,0,0.190016645512725,0.188139192729864,0.312340246545699,0,0,0
x1534y8550,0.236269981553411,0,0.045259246459274,0,0,0.161511701925471,0,0.00832163670635186,0.399793008030512,0,0,0.14884442532498,0
x2034y8550,0.3752815846152,0.0392591723660526,0,0,0.013541868539612,0.254282408690302,0,0,0,0.0576146230273039,0,0.260020342761529,0
x2534y8550,0,0.0899478343201489,0,0.0448895020458173,0.0218891014849779,0.0824844449717307,0,0.0550697717040079,0.247428918130765,0,0,0.458290427342553,0
x3034y8550,0,0.0523603722491455,0,0,0.00659027333707567,0.38769371472543,0,0,0.174949784418274,0,0,0.378405855270076,0
x4534y8550,0,0,0.27808261568517,0.0779786409166627,0,0,0.156644618652123,0.0258719447237331,0.0641969439143918,0,0.39722523610792,0,0
x5034y8550,0.0710918116772915,0,0,0.0444136473187603,0,0.186452542016563,0,0.0450010996150366,0.229164893493946,0,0.269255319970965,0.154620685907437,0
x5534y8550,0.163732596678569,0.723112571401328,0,0.061010148736496,0,0,0,0,0.0521446831836066,0,0,0,0
x6034y8550,0.0453746306079647,0,0.614653080815542,0.0703849422745244,0,0.108081147883294,0,0,0.00925397755520066,0,0,0.152252220863475,0
x6534y8550,0,0,0.5358034329817,0.147713491608779,0,0,0.102926328038879,0,0,0,0.213556747370642,0,0
x7034y8550,0.0276452041710582,0.0125593924778776,0.42564835844122,0.06774187390928,0.0650212689915257,0.255744558743186,0.0541731333906909,0,0.0914662098751616,0,0,0,0
x7534y8550,0,0,0.482333268612248,0.23231297630105,0,0.0473881149713954,0.0214773972439187,0,0.11347690352253,0,0.103011339348858,0,0
x8034y8550,0,0,0.496979731885562,0.0384305548325307,0,0.0741411085497427,0,0.0175660382848955,0.164810490107883,0,0.208072076339386,0,0
x8534y8550,0,0,0.352048538642741,0.140615964840202,0,0.161364760989259,0,0.0613861690073297,0.15037858822869,0,0.134205978291779,0,0
x9034y8550,0,0,0.442041455203112,0.10766893285505,0.158352567653019,0,0,0,0.0575934223067205,0,0.234343621982099,0,0
x9534y8550,0.11512982135064,0.0664105271309407,0.238940125763811,0,0.012419638869934,0,0.109749445162804,0.0907105861729393,0.179052490827022,0,0.187587364721908,0,0
x10034y8550,0,0,0.50823209049379,0.127575618813826,0.0118748988097247,0,0,0,0,0.0984598491701755,0.253857542712483,0,0
x10534y8550,0,0,0.498646096388112,0.312317976939844,0.0290751320416535,0,0.0702453690105943,0.0414707737334785,0.0482446518863179,0,0,0,0
x34y9050,0.175760261604328,0.0397477390642938,0.376585199088364,0.015881996283599,0.0263629630606711,0,0,0,0.121374048299555,0,0.24428779259919,0,0
x534y9050,0.103944165232719,0.0837607663916339,0,0.0924057666514376,0.0185265486221396,0.13678830596281,0,0.0543357046426512,0.225227111755504,0,0.285011630741104,0,0
x1034y9050,0,0,0.206333875657822,0,0.00389826829026418,0.465933380250207,0.0588136579636293,0,0.0310054834054151,0,0,0.234015334432662,0
x1534y9050,0,0.0217696434303703,0.320622212160933,0.131817329031952,0.00815510187369648,0.113857347902668,0,0,0.193715837382826,0,0,0.210062528217554,0
x2034y9050,0.298762512780716,0,0.250313656089178,0,0.0652984574264221,0.0773174949455417,0,0,0.0117170434799706,0,0,0.296590835278171,0
x2534y9050,0,0.132826634847563,0.0629926943399977,0,0.0524682710924095,0.360176543212811,0,0,0.101480117701621,0,0,0.290055738805597,0
x3034y9050,0.00876353251151631,0,0.218416817858728,0,0,0,0.188099105562751,0.0181846985863671,0.129526090977485,0,0,0.437009754503151,0
x4534y9050,0,0,0.237952369169934,0.185313834931193,0,0,0.182567339400506,0,0.00873936337798192,0,0.385427093120384,0,0
x5034y9050,0,0.00231835046166208,0,0,0,0.133503130005624,0.679803109814737,0.00981685783347525,0,0,0.0879975860178291,0.0491945894762402,0.0373663763904322
x5534y9050,0,0.361057092908972,0.365527431702821,0.0723474496913979,0.0080043363881886,0,0.019991676732585,0.173072012576035,0,0,0,0,0
x6034y9050,0,0,0.496579122718408,0.172165386493951,0,0.0443666081925176,0,0,0,0,0.286888882595123,0,0
x6534y9050,0.0260296991829379,0,0.391490659311889,0.26068953294967,0,0.201052546266337,0.120737562289166,0,0,0,0,0,0
x7034y9050,0.0534198696032838,0,0.460438171138133,0.0399838881378005,0,0.263883088407297,0,0,0,0,0.182274982713486,0,0
x7534y9050,0.00235767185362184,0,0.71573498057944,0.112799999986746,0,0,0.150483558376899,0.0186237892032936,0,0,0,0,0
x8034y9050,0,0.100285769526334,0.320467801591782,0.212349158712353,0.017065605097709,0,0.0280323808536323,0,0,0,0.321799284218189,0,0
x8534y9050,0,0,0.341512243700798,0.200792221546834,0.122096812684085,0,0.0843567548170652,0,0,0,0.251241967251217,0,0
x9034y9050,0.10093419845929,0,0.248254109757762,0,0,0.301180180353072,0,0.0038355579046015,0,0,0.345795953525276,0,0
x9534y9050,0,0,0,0.114027379074227,0.0402307841529019,0.125668993044428,0,0.0044647053379652,0.0592204155627889,0,0.656387722827689,0,0
x10034y9050,0,0,0.287190483558063,0.0741489579680604,0,0.0780441224462893,0,0.0498328018389937,0.0790491294265298,0.0734184101538489,0.358316094608215,0,0
x10534y9050,0.439847832821134,0,0.0944088214841627,0,0,0.302368814384474,0,0.0114878017508223,0.0615924900149236,0.090294239544483,0,0,0
x34y9550,0,0.0132817537512691,0.417440668680814,0.113525413758364,0.05940617115687,0.0848813189642848,0,0.0374428887911635,0.0517334988286776,0,0.222288286068557,0,0
x534y9550,0,0.0251834347362891,0.37396761142139,0,0,0.10962986648963,0,0.0889944140777394,0.0446916706812576,0,0.193344903601261,0.164188098992433,0
x1034y9550,0.0118851316841557,0.101108596483454,0.177287155779194,0.0872223113909875,0.0613475699086529,0.214370689434364,0,0.0840817854503231,0.262696759868869,0,0,0,0
x1534y9550,0.100217035850634,0.142276080322546,0.39083070072129,0.156234952181007,0.0337660432138894,0.0199553919501298,0,0,0,0,0.156719795760505,0,0
x2034y9550,0,0.0635236314156727,0.211297316447565,0.0390242080666523,0,0.381677116814713,0,0.082933435757443,0.0117352940482263,0,0,0.209808997449728,0
x2534y9550,0.334663436707019,0.386132740501653,0.0435925121550147,0,0.0186193132391595,0.0487259664740046,0.0303169856460588,0.0158323295197567,0,0,0,0.122116715757333,0
x3034y9550,0.0520765872974116,0.0899695152657649,0,0.138213058310436,0.0363324117169964,0.0530037181962209,0.175329517631057,0.0559883669265306,0,0.0872668514139797,0,0.311819973241603,0
x3534y9550,0,0,0,0,0.0462693948490622,0.232404850061989,0,0,0.0334171461210257,0,0,0.687908608967923,0
x4534y9550,0,0,0,0.0191543270658218,0,0.0828331617812836,0.0943957894456066,0.0171667868731285,0.175758326841849,0,0.610691607992311,0,0
x5034y9550,0,0.0356560631849169,0.296373189226754,0.149510416802735,0,0.0868761121455443,0,0.148875983438834,0,0,0.282708235201215,0,0
x5534y9550,0,0.141666861511677,0.397610561922634,0.254497024256818,0,0,0.103900883872996,0.102324668435874,0,0,0,0,0
x6034y9550,0,0.104131593218333,0.209687804145447,0.222648885766396,0,0.197932350868604,0.0640587501396021,0,0,0.201540615861617,0,0,0
x6534y9550,0.00403948086382792,0,0.411339366862804,0.0689643662016751,0.0171167350620886,0.0400085882704462,0,0,0.0429558326668614,0,0.415575630072297,0,0
x7034y9550,0,0,0.329544426505416,0.129884834097742,0,0,0.14747736531661,0,0.0330268968490562,0,0.360066477231175,0,0
x7534y9550,0,0,0.391759081732943,0.0487886489477651,0.0304801375928254,0.183514184951248,0,0.0183999860623712,0.077565472830239,0.0342342561488721,0.215258231733736,0,0
x8034y9550,0.00861315741484725,0,0.353253895884407,0.160490272748573,0,0,0,0,0,0,0.477642673952173,0,0
x8534y9550,0,0,0.241426315085668,0.282292247992181,0,0.02687473209388,0.0464336916913268,0.0193499425978881,0,0,0.383623070539056,0,0
x9034y9550,0.0429926570090513,0.0116148168896392,0,0.0894111841743786,0.0592305769179419,0,0.08703566920317,0.0557982044852944,0,0.235719099396554,0.268692941419133,0,0.149504850504837
x9534y9550,0.0612387718033801,0,0,0.204916921485763,0,0,0.13693287518575,0.0189266702920866,0.0227819107023508,0,0.555202850530669,0,0
x10034y9550,0,0.0392717118422246,0,0,0.111281299130946,0,0.0420951633575767,0.157761760665703,0.0599571408039938,0.28783017983755,0.301802744362006,0,0
x10534y9550,0,0.00782410145413021,0,0.215752684161914,0,0,0.0350289107957041,0,0,0,0.550525782469944,0.190868521118308,0
x34y10050,0.194261091514195,0,0.404323574657718,0,0,0.0995871989274375,0,0,0,0,0.30182813490065,0,0
x534y10050,0,0,0.532810387727514,0.150632122668903,0,0,0.234353081839178,0.082204407764404,0,0,0,0,0
x1034y10050,0,0.0263468582525907,0.438819675380357,0,0.0488916982751364,0.0415598206065803,0,0.063433143759849,0.0812492941149342,0,0.299699509610552,0,0
x1534y10050,0,0,0.401263629512639,0.0230998433050929,0.00459306581369912,0.046125983748054,0,0,0.126171076239556,0,0.398746401380959,0,0
x2034y10050,0.0239825184928486,0,0.328326879714547,0.0261064683691738,0.062618852138221,0.093561832697151,0,0.0799858704206291,0.0575409067616161,0,0.327876671405813,0,0
x2534y10050,0,0,0.382005049964615,0.072779766662887,0.0320476700141101,0,0,0.0270360309303085,0.0797225511028786,0.252328019277319,0,0.154080912047882,0
x3034y10050,0.0259498108150478,0,0.139599471830748,0.156933490595761,0.0449474214646628,0.0477664007770045,0.18995475901965,0.0433143228081839,0.283838253943226,0,0.0676960687457172,0,0
x3534y10050,0.897670997733067,0,0,0,0,0,0.0759038825787504,0.0104151270174501,0,0.0160099926707326,0,0,0
x4534y10050,0,0,0,0.263468293950461,0.00546309352287298,0,0.0831667215044279,0,0.0410276607068739,0,0.606874230315365,0,0
x5034y10050,0,0.0712454380407221,0.389649837981832,0.0935802315485574,0,0.0417901663276149,0.0169184418612574,0.167035412497833,0,0.219780471742183,0,0,0
x5534y10050,0,0.312631675412249,0,0.380486101436701,0,0,0.0507978978138044,0,0,0.212119839022967,0.0439644863142786,0,0
x6034y10050,0,0,0.378401813827482,0.0859440112836694,0.0454265136091188,0,0.107214939036515,0.0868745369618589,0,0,0.296138185281356,0,0
x6534y10050,0,0,0,0.180364838850668,0,0.0661894291177051,0,0.00694405387478689,0.090226245508104,0,0.457963328525764,0,0.198312104122972
x7034y10050,0,0.123085816226569,0.217819964855846,0.218608107736913,0,0,0.146241954612678,0,0.145832410952079,0.148411745615916,0,0,0
x7534y10050,0,0,0.258282840907818,0,0,0.0603037907454583,0,0.271434562506444,0.0469159604569688,0.118832023062927,0.244230822320384,0,0
x8034y10050,0,0,0,0.0224083751264719,0,0.127790592946726,0,0.0438246407510997,0,0.550187612556629,0.255788778619074,0,0
x8534y10050,0.0912908271013683,0,0.159248109671651,0.0340648674085008,0,0,0.38861474688574,0.0631853308604235,0.035964668657305,0,0.19348099411987,0,0.0341504552951412
x9034y10050,0,0,0,0.13927635405434,0.0768951585672182,0.0261603245529513,0,0,0,0.511375285981957,0.246292876843533,0,0
x9534y10050,0,0,0,0,0,0,0.200203715215704,0.024252467200389,0,0.487517673905883,0.288026143678023,0,0
x10034y10050,0,0,0,0.0569961099108067,0,0.30578658085663,0,0,0.0852672447062795,0.361336694104945,0.190613370421339,0,0
x10534y10050,0,0,0,0.237117583437034,0,0.0450169979274825,0,0,0,0.470681842745189,0.247183575890294,0,0
x34y10550,0,0,0,0.259672552569836,0.0832719313100219,0.15684086402634,0,0,0,0,0.500214652093803,0,0
x534y10550,0.0224027723550101,0,0.406629141809643,0.0917152623940167,0.0351438524134602,0,0,0.00366243198336644,0,0,0.440446539044503,0,0
x1034y10550,0.0540549391816944,0.0183037374205469,0.280055785365677,0,0.118755443795743,0.0176612159707405,0,0,0,0,0.511168878265598,0,0
x1534y10550,0.0683625849611134,0,0.456882010255936,0.0926447273119772,0.0334775274145445,0,0,0.0413693075843292,0,0,0.307263842472099,0,0
x2034y10550,0.00614611195568863,0,0.560138931471559,0.0955477083774583,0.0676903768093384,0,0,0.00773062710039463,0,0,0.262746244285561,0,0
x2534y10550,0,0,0.538145353304467,0,0.018599998729231,0,0.00747922955465216,0.0609772625042916,0.0983599023435705,0,0.276438253563787,0,0
x3034y10550,0,0,0.3949515680884,0.0537345488419159,0,0,0,0.0158542230608554,0.2682870714591,0,0.267172588549729,0,0
x3534y10550,0.259563614113496,0,0.207272864903289,0,0.198924653778939,0.214317601086307,0,0.119921266117969,0,0,0,0,0
