,Astro,Endo,Micro,Oligo,PVALB,SST,Smc,eL2/3,eL4,eL5,eL6
x1034y11550,0,0.049735666289301,0,0.0870560358616819,0,0.0189104682314668,0.165179230237277,0.326176988146218,0.352941611234056,0,0
x1534y11550,0.252638824669615,0.0216805869512397,0,0,0,0,0.180425199959052,0.125157593762527,0.307414566688025,0.112683227969542,0
x2034y11550,0.0931019546195338,0.020593912928433,0.0488630403862491,0.0106853131315112,0,0,0.123517509394908,0.231618662610118,0.471619606929247,0,0
x2534y11550,0.0746540399953618,0.19770083784002,0,0,0,0,0,0.148254771897999,0.579390350266619,0,0
x3034y11550,0.00416586118330632,0.0886766931292914,0,0,0,0,0.141977404397913,0,0.765180041289489,0,0
x3534y11550,0,0.0100729804833982,0,0.00683263228998498,0.0133326562291557,0,0,0,0.912388312567448,0.057373418430013,0
x4534y11550,0,0.0176004863495577,0.0761872945505385,0,0,0.13922800081576,0.0216621110924993,0.562685934248169,0.182636172943475,0,0
x5034y11550,0.0136746918955196,0.189312881722092,0.114619903716175,0,0.0555609799589761,0,0.133143999830814,0.292956311238445,0.200731231637978,0,0
x5534y11550,0,0.0974314054884225,0.096734402240145,0,0,0.12660906485588,0.0256672999727341,0.498063788730862,0.155494038711956,0,0
x6034y11550,0,0.0726923197327624,0.0328799473390734,0.0313580319955056,0,0.149585567328605,0.0339445992448176,0.679539534359236,0,0,0
x6534y11550,0.0129566887967506,0,0,0.166018778014253,0.0710937783779116,0.0149868599238611,0.0258703158464587,0.468675018764504,0.24039856027626,0,0
x7034y11550,0,0.184712975157159,0.0971845675301558,0,0.419912935745439,0,0,0.298189521567246,0,0,0
x8034y11550,0,0,0.0376428529497185,0.0985971719564717,0.0320474996851294,0,0,0.797964847853397,0.0337476275552834,0,0
x8534y11550,0,0.0344438357311777,0,0.128136608252189,0.128848333521965,0,0.0677889748520542,0.385982969352855,0.168605024814218,0.0861942534755409,0
x9034y11550,0.196316385908378,0,0,0,0,0.299292536438706,0.278827165201542,0.225563912451375,0,0,0
x9534y11550,0.379391805189937,0.055344568606284,0,0.0266127861989602,0.106568035606587,0,0.239753912097152,0.165853243756229,0,0,0.0264756485448509
x10034y11550,0,0.0768372511502316,0,0.0111756511152831,0.1860399476187,0.0792220153955731,0.187834823740491,0.458890310979721,0,0,0
x10534y11550,0,0.209177684340224,0,0,0,0.0353144827345166,0.169868531384473,0.454340373682619,0.051163342587336,0,0.0801355852708318
x34y12050,0,0.164315287054279,0,0.0269959954173554,0.161409949077118,0,0.0917193283250994,0.346470684233485,0,0.209088755892663,0
x534y12050,0,0.0777742038412009,0,0.0233386388160394,0.100364627337865,0,0.149457651610286,0.537578399988813,0,0.111486478405796,0
x1034y12050,0.0137719286016089,0.0493788306210356,0,0,0,0.128850045159563,0.404010050889517,0.26660196497789,0.137387179750385,0,0
x1534y12050,0,0.146813770027394,0,0,0,0.0630129484975558,0.175335169489568,0.536964412764284,0,0.0778736992211984,0
x2034y12050,0.10884818925776,0,0.0534467542889977,0,0.0726560398542706,0,0.147335610397451,0.266324916709578,0.252733624622679,0.0986548648692641,0
x2534y12050,0,0.0806079561492599,0,0.0469716502604454,0.0948225190399564,0,0.166296017918449,0.203907261932428,0.407394594699461,0,0
x3034y12050,0.106921725859259,0.0807725312177683,0.0781983803578833,0,0,0,0.162406081720512,0,0.422618041227479,0.149083239617097,0
x3534y12050,0.222036634332697,0,0.0338174381830409,0,0.0883716689836286,0.0800618887556742,0.0900347430231241,0,0.323985143973193,0.161692482748642,0
x4534y12050,0,0.0993900924711809,0.0504856526264008,0,0.0661528116538059,0.124769926502066,0.0647550730537606,0.594446443692786,0,0,0
x5034y12050,0,0.408566041564853,0.0643651653893379,0,0.0442863227688215,0,0.191645789681748,0.220948523381894,0.0701881572133458,0,0
x5534y12050,0.55899528973196,0,0,0,0.0268106862636976,0,0.0181197821335752,0.396074241870767,0,0,0
x6034y12050,0,0.216261388156907,0.0694673245535127,0,0,0.231067143526199,0.0844376912580678,0.315805960509481,0.0829604919958322,0,0
x6534y12050,0,0,0.0495382005394759,0.00183780421063444,0,0.067756056188132,0.0200918587069744,0.714483369394512,0.146292710960271,0,0
x7034y12050,0.0967122708404363,0.0204087705076371,0.0423962826401142,0,0,0.0905193723401224,0.316362871616935,0.433600432054755,0,0,0
x8034y12050,0,0.0142042516126938,0,0,0,0.114754327473639,0.343314982382143,0.527726438531523,0,0,0
x8534y12050,0,0.170526582984889,0.0843908154288512,0,0,0.231424822451483,0.0831622226234077,0.430495556511369,0,0,0
x9034y12050,0,0.0284152785653285,0,0,0,0.19175499247452,0.127543359858582,0.501207483673362,0.151078885428207,0,0
x9534y12050,0,0.168699820156106,0,0.0159798469548616,0,0.190522548243616,0.0863412808736618,0.538456503771754,0,0,0
x10034y12050,0.381612021961843,0.0744825806601509,0,0,0.137964790280859,0,0.0953908789050008,0,0.13061877178779,0.105594619149507,0.0743363372548489
x10534y12050,0,0.0954939615507159,0,0,0.197942889625829,0,0.202059510583614,0.504503638239841,0,0,0
x34y12550,0,0.112218900844752,0,0.08172740863042,0,0,0.133146689288448,0.591162150347798,0.0817448508885813,0,0
x534y12550,0.176515378512919,0.128814958720925,0.0643638295059917,0,0.108719703721391,0,0,0.521586129538773,0,0,0
x1034y12550,0.243895397421156,0.0103099738213065,0.106892999159295,0,0,0,0.460588943998979,0.178312685599264,0,0,0
x1534y12550,0.17053707693664,0.187586510365231,0,0.135159079566565,0.155654970023674,0,0.135509051035152,0.215553312072738,0,0,0
x2034y12550,0.151370513230373,0,0.187569852772626,0,0,0,0.0895844800254764,0.500365127060912,0,0.071110026910612,0
x2534y12550,0.201488476453233,0.156074799904528,0,0,0,0.251466956879166,0.102776294146571,0.179134394548708,0.109059078067795,0,0
x3034y12550,0,0.0741625849042592,0.0587299842372136,0.139394558947446,0,0.0925159448213425,0,0.347403627525693,0.229727978873232,0.0580653206908139,0
x3534y12550,0.158530668692705,0,0.0604348455192441,0.00246200214877322,0.144502382142717,0.00539294200631356,0.12564224616643,0.142252459293775,0.247841020743982,0.0610189133961539,0.0519225198899056
x4534y12550,0,0.069906992524072,0.0915756766284856,0,0,0.306605836976675,0,0.459610727186894,0,0.0723007666838736,0
x5034y12550,0,0.386990088325902,0.140194459000208,0,0.199743807180983,0,0.153500300511624,0.119571344981282,0,0,0
x5534y12550,0,0.114569819821804,0,0,0.127288117650834,0.175629751283005,0.0950042166340444,0.345253062821212,0.142255031789101,0,0
x6034y12550,0,0.0953473564969607,0,0,0,0.40083291003146,0.141502613150429,0.36231712032115,0,0,0
x6534y12550,0,0.18172632763438,0,0,0.0540621750229135,0.176567742640031,0.186497944569884,0.401145810132792,0,0,0
x7034y12550,0,0.0886296962755951,0,0.00232136436430976,0.0348016436630257,0.0697501974506613,0.0172886709418643,0.787208427304544,0,0,0
x7534y12550,0,0.0537707506559868,0,0,0.124018214137571,0,0.160949545156837,0.661261490049605,0,0,0
x8034y12550,0.126860669077639,0.0294729064936337,0,0,0.176229937413134,0,0.266182268276549,0.401254218739044,0,0,0
x8534y12550,0,0,0,0.138929959199009,0,0.17159094495647,0.0371681663917158,0.652310929452806,0,0,0
x9034y12550,0.164908775692215,0.183899578821825,0.0773603882279774,0.0641336861585182,0.0504825833746686,0,0.0836066863303061,0.336156721821368,0.0394515795731218,0,0
x10034y12550,0,0.186472362397891,0,0.0880094606595507,0.127472082861795,0.0954655989878214,0.109393068785767,0.393187426307174,0,0,0
x10534y12550,0.138234244354392,0.143217934184944,0,0,0,0.25813767626191,0,0.460410145198754,0,0,0
x34y13050,0.105436313384198,0.0351128943761688,0.12420437107029,0.0399989504174987,0.11875626266627,0,0,0.515566929642153,0,0.0609242784434212,0
x534y13050,0.0493312851934627,0.106758068197141,0,0,0.435907943899242,0.120727083608018,0,0.287275619102137,0,0,0
x1034y13050,0,0.238489319320991,0,0,0,0.0955403153378975,0.207013078769994,0.458957286571118,0,0,0
x1534y13050,0.125280770257832,0.139446802012572,0,0.00582791250018465,0,0,0.246516200379563,0.349235234699989,0.133693080149859,0,0
x2034y13050,0,0.0176205137151392,0,0,0.0476157175412577,0,0.199360472360651,0.735403296382952,0,0,0
x2534y13050,0.226722855791593,0,0,0,0.011068382961748,0,0.203852520885967,0.337456369765591,0.220899870595101,0,0
x3034y13050,0.0556608329918282,0,0.0549380025705633,0.00541950558597514,0.0163563863968744,0,0.352723487251177,0.514901785203582,0,0,0
x3534y13050,0,0.0238474268908068,0.151405520780168,0,0,0.0607482700273394,0.287495490460252,0.476503291841434,0,0,0
x4534y13050,0,0.147102297902782,0,0,0,0,0,0.67518512931555,0,0,0.177712572781668
x5034y13050,0.259397277430309,0.122123060675769,0.149852037194057,0,0,0,0.147706115658235,0.32092150904163,0,0,0
x5534y13050,0.0457597560963085,0.0155231018307939,0.273088583496835,0,0.141354693200089,0,0.165799086834157,0.178954723890906,0.17952005465091,0,0
x6034y13050,0.0419018715611031,0,0.72413004230651,0,0,0.0435698715805591,0,0.190398214551827,0,0,0
x6534y13050,0.189412602108468,0,0.255340103846287,0,0.112158469546807,0,0,0.346391676883956,0.0966971476144817,0,0
x7034y13050,0,0.16440352034622,0,0,0,0.010189323151826,0.32265372929522,0.502753427206734,0,0,0
x7534y13050,0.671390834064651,0.007420754594216,0.0113768599050402,0,0.118764984274245,0,0,0.191046567161847,0,0,0
x8034y13050,0.33547739123328,0.205360250457863,0,0,0.0599722501587283,0,0.108940285470053,0.229223918689937,0,0.024796699712803,0.0362292042773352
x8534y13050,0.334030803238342,0,0.310252887296534,0,0,0,0.183869220827208,0.0582955375875171,0,0.0789903127903724,0.0345612382600269
x10034y13050,0.250741965100786,0.0510324282292977,0.0764684489355447,0,0.0982252608180487,0.0391538774100581,0.056815705475378,0,0,0,0.427562314030887
x10534y13050,0.0335684639433082,0.436751684728168,0.0868275445717102,0.114710459740429,0.0732614544277599,0.254880392588624,0,0,0,0,0
x34y13550,0.0233257606283515,0.124179232587828,0.175969497430769,0,0,0.591333992775612,0,0.0851915165774404,0,0,0
x534y13550,0,0.153546663230024,0,0,0.0671034771829923,0.129460430658498,0.181876415593295,0.468013013335191,0,0,0
x1034y13550,0.110368415215854,0,0,0,0,0.137566497204269,0,0.395809608210199,0.0985066411898807,0.078490510366651,0.179258327813147
x1534y13550,0,0.046179242940906,0,0.0210479797077377,0,0.04585146659581,0.135889180955703,0.517117556533747,0.233914573266097,0,0
x2034y13550,0.033449196359832,0.224537024768358,0,0,0.0413175686147031,0.0996468478154475,0.175600970392355,0.425448392049305,0,0,0
x2534y13550,0.0287253729200191,0,0,0,0,0.0116784230253506,0.129313038438013,0.681255801630067,0,0.14902736398655,0
x3034y13550,0,0.0313480020679235,0.0819183704131364,0,0,0.0186631571392363,0.0932727148899164,0.581051552605242,0,0.193746202884545,0
x3534y13550,0.228577107955252,0.0625936442752612,0,0,0.0371062687233856,0.0302861160403334,0.184793916289997,0.4118448058807,0.0220474721227234,0.0227506687123469,0
x4534y13550,0,0.143934610697466,0,0,0,0.5151572504968,0.115582148336144,0.138921098380512,0,0,0.0864048920890784
x5034y13550,0.0187399636827781,0,0.493023510942246,0,0,0,0.275372515561715,0.129160260904473,0,0,0.0837037489087874
x5534y13550,0,0.259481823899507,0.60261105524848,0,0,0,0.094751560776217,0,0,0,0.0431555600757967
x6034y13550,0.796158225974404,0,0,0,0,0,0.10236429063186,0,0,0,0.101477483393735
x7034y13550,0,0.0160340064132475,0.587030440434795,0,0.14233265498763,0.185336010174152,0.0284066069617402,0,0,0.0408602810284351,0
x7534y13550,0.0935363262628644,0.0864257778895808,0.568567113247031,0,0,0,0.0636900129883307,0.11900769668294,0,0.0460896627136754,0.0226834102155781
x8034y13550,0.173345734320273,0.563707009180254,0,0,0.0644723627580337,0.0732282446224412,0,0.0551901851381017,0,0,0.0700564639808959
x9034y13550,0.0265075801921789,0.279144059543578,0.0852153946410041,0.00416971813463456,0,0.313854829798092,0,0.179112437455672,0,0,0.11199598023484
x10034y13550,0.250421255509428,0,0.295669533383656,0,0,0.207175312223485,0.124312692443773,0,0,0.122421206439658,0
x10534y13550,0.233940471018034,0.0045423084399734,0.480798176686557,0,0.102896619713413,0,0,0,0,0.177822424142023,0
x34y14050,0.252570181081104,0.00513027204052399,0.0200947801188242,0,0,0.0869697511439298,0.337194784382673,0.154389439870343,0,0.111103310591895,0.0325474807707063
x534y14050,0.0251761924391439,0,0,0,0,0.0157418213564529,0.0675801266116256,0.486876609471939,0.0930075002380831,0.311617749882756,0
x1034y14050,0,0.0221381932375115,0,0,0,0,0.293745710842559,0.684116095919929,0,0,0
x1534y14050,0.0044870460014783,0.152581233008714,0,0,0,0.142036789864988,0.155093306952551,0.545801624172268,0,0,0
x2034y14050,0,0.168124703773424,0,0.00290309037528595,0.277888168031733,0.0844512956184678,0.224397134865017,0.242235607336072,0,0,0
x2534y14050,0.129819236238865,0.136812785681275,0,0.0678028720355816,0.0326976300554082,0.0256782153427847,0.329767196980975,0.277422063665111,0,0,0
x3034y14050,0.40146969880054,0.414630066862032,0,0,0.016348988823781,0,0.126755700951213,0,0,0,0.0407955445624334
x3534y14050,0.390034104030441,0.038505838701031,0,0.0693520104250828,0.136633423670464,0,0,0.229375201377686,0.136099421795296,0,0
x4534y14050,0.186827406102934,0,0.66063891192896,0,0.0336642677490664,0,0.118869414219039,0,0,0,0
x5034y14050,0.348764258344617,0.318374227276791,0.0461196138575789,0,0,0.0214220514296642,0,0.162846549027403,0.102473300063946,0,0
x5534y14050,0.13179375512908,0.378751106673567,0.101721869181782,0,0,0.338519207873225,0.0492140611423453,0,0,0,0
x6034y14050,0.796086161680911,0.0565410923910142,0,0,0.147372745928075,0,0,0,0,0,0
x7034y14050,0.852747266091595,0,0.0887366474845716,0.0384522420010016,0,0,0,0,0,0,0.0200638444228317
x7534y14050,0.0390023734440925,0,0.0196414341508258,0.540840652059973,0.0878798623074936,0,0.198009861813834,0.0241916700851311,0,0.0904341461386503,0
x9534y14050,0.789275879201487,0.0249873589879148,0,0,0.0855401142291631,0,0.100196647581435,0,0,0,0
x10034y14050,0.372066540930041,0.256738506573614,0.115060097610448,0,0.053947529772223,0.0421861329560203,0.160001192157654,0,0,0,0
x10534y14050,0.0176523617354522,0.289407897268232,0.363197545141393,0.0605806912538572,0,0.0690492365897643,0.0223959492599824,0,0,0.0827651599057213,0.0949511588455974
x34y14550,0.67934418806184,0.00863110750870615,0.0563012017439456,0.227913113551518,0,0,0,0.02781038913399,0,0,0
x1034y14550,0,0,0.210405489179921,0.00991616808901243,0.0757560355958731,0.0150171891433985,0.132157896619994,0.421256116257239,0.135491105114561,0,0
x1534y14550,0.0238138409204391,0.0312423170008321,0,0,0.0285643552700274,0,0.333830050104823,0.409190249698367,0,0,0.173359187005511
x2034y14550,0,0,0.23934008058192,0,0,0.225388543077321,0.041998028102625,0.493273348238134,0,0,0
x2534y14550,0,0.0983122872596143,0,0,0.0559264606636746,0,0.1270556874187,0.718705564658011,0,0,0
x3034y14550,0,0.0240547836871827,0,0,0,0.0850385824258932,0.176161428114328,0.593866805207034,0,0.120878400565562,0
x3534y14550,0.0942425039343235,0,0.025842804467262,0,0,0.199283443203193,0.0545804337185779,0.396715124753068,0,0.229335689923575,0
x34y15050,0.488962083748866,0.150927857008351,0.0226935386516355,0.0633340380861073,0,0,0.27408248250504,0,0,0,0
x534y15050,0.424670157488749,0,0.12640069379135,0,0.0341369970293913,0.0332259392298723,0.0224297075205257,0.166007306301515,0.0865262086630346,0,0.106602989975562
x1034y15050,0.273007347780782,0.314496643414804,0.0423953054782915,0,0.0674082677073742,0,0.302692435618747,0,0,0,0
x2034y15050,0.787566456726329,0,0,0,0.0646836525440753,0,0,0,0.147749890729596,0,0
x2534y15050,0.370893794436929,0.00636410059749992,0,0,0.00461393772453918,0.0058975072753773,0.217020089923269,0.210902038554209,0,0.11382906255178,0.0704794689363977
x3034y15050,0,0.116136314307455,0.0934051918001824,0.00769447539569726,0,0.142334569349566,0.0756279033465226,0.564801545800577,0,0,0
x3534y15050,0,0,0.229615431703238,0,0.215060249912438,0,0.170798629645583,0.271450504485759,0,0.113075184252982,0
x34y15550,0.194803678637024,0.16200495884056,0.141543776787153,0.099215113171024,0,0.0215794212116458,0.380853051352593,0,0,0,0
x534y15550,0.377335177710328,0.200023487322975,0.161369362101526,0.0116074067804059,0,0,0.249664566084765,0,0,0,0
x1034y15550,0.630372371243063,0.211158176694053,0,0.0368958042876025,0,0,0.121573647775281,0,0,0,0
x1534y15550,0.270762538955118,0,0.294699299713239,0,0,0.220357783075799,0,0,0.088639820263091,0,0.125540557992753
x2534y15550,0.127007570665274,0.42018235843712,0.217709757266309,0.00902889126060741,0.0473632479512731,0,0,0.082238556368906,0.0422830183028993,0.0541865997476121,0
x3534y15550,0.00588438294784819,0,0.183764663012155,0,0,0.075651202393681,0.0496798799747034,0.284767955771668,0.158208671585443,0,0.242043244314502
x1034y16050,0.0129423118629447,0.598387653415937,0.041402977928787,0.0208356146859037,0,0,0.326431442106427,0,0,0,0
x1534y16050,0.0814661815124318,0.431078284872554,0.137206958531196,0,0,0.0280434510479233,0.322205124035895,0,0,0,0
x2034y16050,0.477360772003478,0.161702366944588,0,0,0,0,0.360936861051934,0,0,0,0
x2534y16050,0.30850192044693,0,0.404673070390804,0,0.0712234390599301,0,0.133267017904628,0,0,0.0823345521977081,0
x3034y16050,0.505823220431913,0.26965947108411,0.0703056317923563,0,0,0,0.154211676691621,0,0,0,0
x2034y16550,0,0.0831228349148395,0.105562438988908,0,0,0,0.811314726096253,0,0,0,0
x2534y16550,0.0324957495936395,0.0446323344597394,0.103348279110178,0.0578714932256385,0,0,0.761652143610805,0,0,0,0
x3034y16550,0.776273952163143,0,0.0315008972047043,0,0,0.0268931863665628,0.138716520379148,0.0266154438864421,0,0,0
x3034y17050,0.638344707207817,0.0786876017917426,0,0.147512659050692,0,0.0261779077340183,0.0821813713864568,0,0,0,0.0270957528292734
