"","celltype"
"x2_75_0_3_bc0965","eL2/3"
"x2_52_1_1_bc0798","eL2/3"
"x2_75_0_2_bc0506","eL2/3"
"x2_58_0_1_bc0165","eL2/3"
"x2_35_1_bc0141","eL2/3"
"x2_75_0_1_bc0827","eL2/3"
"x2_35_0_bc0080","eL2/3"
"x2_58_0_1_bc0383","eL2/3"
"x2_94_4_2_1_bc0194","eL2/3"
"x2_75_0_4_bc0195","eL2/3"
"x2_35_1_bc0196","eL2/3"
"x2_52_3_2_bc0405","eL2/3"
"x2_75_0_3_bc1001","eL2/3"
"x2_98_4_2_2_bc0103","eL2/3"
"x2_75_0_1_bc0556","eL2/3"
"x2_58_0_2_bc0180","eL2/3"
"x2_41_1_1_bc0167","eL2/3"
"x2_94_4_2_2_bc0472","eL2/3"
"x2_58_0_1_bc0281","eL2/3"
"x2_75_0_4_bc1043","eL2/3"
"x2_52_1_1_bc0071","eL2/3"
"x2_75_0_3_bc1067","eL2/3"
"x2_75_0_3_bc0574","eL2/3"
"x2_98_4_1_2_bc0164","eL2/3"
"x2_94_4_2_2_bc0321","eL2/3"
"x2_35_1_bc0231","eL2/3"
"x2_98_4_2_1_bc0554","eL2/3"
"x2_75_0_4_bc1048","eL2/3"
"x2_35_3_bc0054","eL2/3"
"x2_52_3_2_bc0647","eL2/3"
"x2_94_4_1_2_bc0313","eL2/3"
"x2_41_1_1_bc1030","eL2/3"
"x2_52_3_2_bc0197","eL2/3"
"x2_52_3_2_bc0343","eL2/3"
"x2_98_4_2_2_bc0778","eL2/3"
"x2_94_1_1_1_bc0387","eL2/3"
"x2_52_3_2_bc0313","eL2/3"
"x2_94_4_2_2_bc0514","eL2/3"
"x2_41_1_1_bc0737","eL2/3"
"x2_75_0_3_bc0219","eL2/3"
"x2_94_1_1_1_bc0214","eL2/3"
"x2_41_1_1_bc0142","eL2/3"
"x2_41_1_1_bc0190","eL2/3"
"x2_75_0_3_bc0786","eL2/3"
"x2_75_0_3_bc0567","eL2/3"
"x2_35_0_bc0903","eL2/3"
"x2_98_4_1_1_bc0264","eL2/3"
"x2_98_4_1_2_bc0060","eL2/3"
"x2_94_1_1_1_bc0469","eL2/3"
"x2_52_0_1_bc0210","eL2/3"
"x2_98_4_1_2_bc0095","eL2/3"
"x2_75_0_3_bc0109","eL2/3"
"x2_75_0_1_bc0144","eL2/3"
"x2_52_1_2_bc0810","eL2/3"
"x2_98_4_2_2_bc0017","eL2/3"
"x2_35_3_bc0697","eL2/3"
"x2_35_3_bc1266","eL2/3"
"x2_75_0_3_bc0877","eL2/3"
"x2_52_3_2_bc1068","eL2/3"
"x2_75_0_3_bc0221","eL2/3"
"x2_75_0_1_bc1072","eL2/3"
"x2_98_4_1_1_bc0158","eL2/3"
"x2_35_3_bc0197","eL2/3"
"x2_94_4_1_2_bc0048","eL2/3"
"x2_75_0_4_bc0436","eL2/3"
"x2_35_1_bc0130","eL2/3"
"x2_94_4_1_2_bc0029","eL2/3"
"x2_75_0_3_bc0403","eL2/3"
"x2_75_0_1_bc0274","eL2/3"
"x2_94_4_1_2_bc0011","eL2/3"
"x2_41_1_1_bc0782","eL2/3"
"x2_52_0_1_bc1211","eL2/3"
"x2_35_0_bc0501","eL2/3"
"x2_52_3_2_bc1558","eL2/3"
"x2_98_4_1_2_bc0237","eL2/3"
"x2_52_1_1_bc0252","eL2/3"
"x2_52_1_1_bc0995","eL2/3"
"x2_94_1_1_1_bc0280","eL2/3"
"x2_35_0_bc0689","eL2/3"
"x2_94_1_1_2_bc1215","eL2/3"
"x2_94_1_1_1_bc0240","eL2/3"
"x2_52_3_1_bc0373","eL2/3"
"x2_98_4_1_2_bc0055","eL2/3"
"x2_52_3_2_bc0101","eL2/3"
"x2_75_0_2_bc0135","eL2/3"
"x2_35_3_bc0398","eL2/3"
"x2_58_0_1_bc0299","eL2/3"
"x2_52_3_2_bc0743","eL2/3"
"x2_35_0_bc1360","eL2/3"
"x2_52_0_1_bc0643","eL2/3"
"x2_35_0_bc1139","eL2/3"
"x2_35_3_bc0040","eL2/3"
"x2_52_1_1_bc0091","eL2/3"
"x2_94_4_2_2_bc0265","eL2/3"
"x2_75_0_3_bc0620","eL2/3"
"x2_52_3_2_bc0663","eL2/3"
"x2_35_0_bc0751","eL2/3"
"x2_52_1_2_bc0245","eL2/3"
"x2_75_0_1_bc0181","eL2/3"
"x2_52_1_2_bc0341","eL2/3"
"x2_35_3_bc0532","eL2/3"
"x2_52_1_1_bc0589","eL2/3"
"x2_58_0_1_bc4902","eL2/3"
"x2_94_1_1_2_bc0058","eL2/3"
"x2_52_3_2_bc0210","eL2/3"
"x2_75_0_3_bc0456","eL2/3"
"x2_94_4_1_1_bc0297","eL2/3"
"x2_52_0_1_bc0528","eL2/3"
"x2_94_1_1_1_bc0241","eL2/3"
"x2_52_3_2_bc0222","eL2/3"
"x2_75_0_3_bc0518","eL2/3"
"x2_35_3_bc0433","eL2/3"
"x2_98_4_2_1_bc0328","eL2/3"
"x2_75_0_3_bc0045","eL2/3"
"x2_98_4_2_1_bc0368","eL2/3"
"x2_75_0_3_bc0885","eL2/3"
"x2_75_0_3_bc0018","eL2/3"
"x2_41_1_1_bc0162","eL2/3"
"x2_41_1_1_bc0220","eL2/3"
"x2_52_0_1_bc1077","eL2/3"
"x2_98_1_1_bc0438","eL2/3"
"x2_58_0_1_bc0120","eL2/3"
"x2_35_1_bc0397","eL2/3"
"x2_52_1_2_bc0063","eL2/3"
"x2_94_4_1_1_bc0015","eL2/3"
"x2_52_3_1_bc0314","eL2/3"
"x2_94_1_1_2_bc1279","eL2/3"
"x2_52_3_2_bc0656","eL2/3"
"x2_75_0_3_bc0915","eL2/3"
"x2_75_0_3_bc0563","eL2/3"
"x2_94_1_1_1_bc0279","eL2/3"
"x2_75_0_3_bc0825","eL2/3"
"x2_98_4_1_1_bc0049","eL2/3"
"x2_75_0_1_bc0437","eL2/3"
"x2_35_0_bc1135","eL2/3"
"x2_98_4_1_2_bc0143","eL2/3"
"x2_75_0_3_bc0948","eL2/3"
"x2_75_0_2_bc0403","eL2/3"
"x2_52_3_2_bc0885","eL2/3"
"x2_35_1_bc0197","eL2/3"
"x2_52_3_1_bc0613","eL2/3"
"x2_75_0_3_bc0083","eL2/3"
"x2_94_1_1_2_bc1256","eL2/3"
"x2_52_1_2_bc0561","eL2/3"
"x2_52_3_2_bc0030","eL2/3"
"x2_75_0_2_bc0094","eL2/3"
"x2_35_3_bc0842","eL2/3"
"x2_75_0_2_bc0903","eL2/3"
"x2_75_0_3_bc0512","eL2/3"
"x2_94_1_1_2_bc0018","eL2/3"
"x2_52_1_2_bc0278","eL2/3"
"x2_52_3_2_bc0635","eL2/3"
"x2_75_0_1_bc0071","eL2/3"
"x2_35_3_bc0946","eL2/3"
"x2_35_3_bc1330","eL2/3"
"x2_41_1_1_bc0454","eL2/3"
"x2_52_3_1_bc0639","eL2/3"
"x2_58_0_1_bc1193","eL2/3"
"x2_52_3_1_bc0325","eL2/3"
"x2_94_1_2_bc0150","eL2/3"
"x2_58_0_1_bc0175","eL2/3"
"x2_75_0_4_bc0196","eL2/3"
"x2_35_0_bc0077","eL2/3"
"x2_52_3_2_bc0824","eL2/3"
"x2_75_0_1_bc0727","eL2/3"
"x2_52_1_1_bc0549","eL2/3"
"x2_35_3_bc0686","eL2/3"
"x2_52_3_2_bc0202","eL2/3"
"x2_94_4_1_2_bc0213","eL2/3"
"x2_52_1_2_bc0597","eL2/3"
"x2_35_3_bc0655","eL2/3"
"x2_94_1_1_2_bc0308","eL2/3"
"x2_58_0_1_bc0052","eL2/3"
"x2_94_4_2_2_bc0253","eL2/3"
"x2_52_3_2_bc0728","eL2/3"
"x2_52_3_2_bc0382","eL2/3"
"x2_52_1_2_bc0085","eL2/3"
"x2_52_1_2_bc1015","eL2/3"
"x2_75_0_1_bc0094","eL2/3"
"x2_52_3_1_bc0866","eL2/3"
"x2_75_0_3_bc0785","eL2/3"
"x2_75_0_3_bc0089","eL2/3"
"x2_35_1_bc0330","eL2/3"
"x2_75_0_1_bc0083","eL2/3"
"x2_94_4_2_2_bc0114","eL2/3"
"x2_75_0_3_bc0122","eL2/3"
"x2_94_1_2_bc0704","eL2/3"
"x2_52_3_1_bc0818","eL2/3"
"x2_35_1_bc0119","eL2/3"
"x2_41_1_1_bc0629","eL2/3"
"x2_94_1_1_1_bc0081","eL2/3"
"x2_52_1_1_bc0570","eL2/3"
"x2_75_0_1_bc0610","eL2/3"
"x2_35_0_bc0160","eL2/3"
"x2_98_4_1_1_bc0280","eL2/3"
"x2_35_0_bc0377","eL2/3"
"x2_98_4_1_1_bc0110","eL2/3"
"x2_52_3_2_bc0869","eL2/3"
"x2_94_1_1_2_bc1019","eL2/3"
"x2_94_1_1_2_bc0087","eL2/3"
"x2_52_0_1_bc1096","eL2/3"
"x2_75_0_4_bc0102","eL2/3"
"x2_35_0_bc1170","eL2/3"
"x2_75_0_3_bc0292","eL2/3"
"x2_75_0_2_bc0524","eL2/3"
"x2_52_0_1_bc0546","eL2/3"
"x2_35_0_bc0208","eL2/3"
"x2_94_1_1_1_bc0229","eL2/3"
"x2_75_0_3_bc0120","eL2/3"
"x2_94_4_2_2_bc0244","eL2/3"
"x2_58_0_1_bc1121","eL2/3"
"x2_98_4_1_2_bc0329","eL2/3"
"x2_75_0_1_bc0103","eL2/3"
"x2_35_0_bc0980","eL2/3"
"x2_52_3_2_bc1366","eL2/3"
"x2_75_0_2_bc0273","eL2/3"
"x2_52_3_2_bc0195","eL2/3"
"x2_94_4_2_2_bc0164","eL2/3"
"x2_58_0_1_bc0282","eL2/3"
"x2_94_4_2_1_bc0475","eL2/3"
"x2_58_0_1_bc0145","eL2/3"
"x2_98_4_1_2_bc0056","eL2/3"
"x2_75_0_3_bc0387","eL2/3"
"x2_94_4_1_2_bc0036","eL2/3"
"x2_52_3_2_bc0058","eL2/3"
"x2_94_1_1_2_bc0146","eL2/3"
"x2_52_1_2_bc0335","eL2/3"
"x2_52_0_1_bc0575","eL2/3"
"x2_94_4_2_2_bc0204","eL2/3"
"x2_75_0_3_bc0356","eL2/3"
"x2_52_3_1_bc0494","eL2/3"
"x2_52_3_1_bc0531","eL2/3"
"x2_35_0_bc0064","eL2/3"
"x2_52_1_2_bc0804","eL2/3"
"x2_35_0_bc0422","eL2/3"
"x2_52_3_2_bc1026","eL2/3"
"x2_52_1_2_bc0878","eL2/3"
"x2_94_1_1_1_bc0190","eL2/3"
"x2_35_0_bc0920","eL2/3"
"x2_52_1_1_bc0445","eL2/3"
"x2_75_0_4_bc0325","eL2/3"
"x2_75_0_3_bc0141","eL2/3"
"x2_94_4_2_2_bc0333","eL2/3"
"x2_52_0_1_bc0806","eL2/3"
"x2_75_0_3_bc0423","eL2/3"
"x2_94_4_1_2_bc0152","eL2/3"
"x2_98_4_2_1_bc0269","eL2/3"
"x2_52_1_2_bc0297","eL2/3"
"x2_94_1_1_1_bc0042","eL2/3"
"x2_58_0_2_bc0204","eL2/3"
"x2_35_1_bc0189","eL2/3"
"x2_75_0_4_bc0180","eL2/3"
"x2_94_1_1_2_bc1268","eL2/3"
"x2_52_3_2_bc1296","eL2/3"
"x2_75_0_4_bc0112","eL2/3"
"x2_94_1_2_bc0493","eL2/3"
"x2_94_4_1_1_bc0177","eL2/3"
"x2_94_1_1_1_bc0391","eL2/3"
"x2_98_4_1_1_bc0238","eL2/3"
"x2_75_0_3_bc0235","eL2/3"
"x2_75_0_3_bc0154","eL2/3"
"x2_41_1_1_bc0227","eL2/3"
"x2_75_0_4_bc0219","eL2/3"
"x2_75_0_1_bc0111","eL2/3"
"x2_94_1_1_2_bc0043","eL2/3"
"x2_75_0_4_bc0395","eL2/3"
"x2_52_3_2_bc1192","eL2/3"
"x2_75_0_3_bc0331","eL2/3"
"x2_35_1_bc0456","eL2/3"
"x2_94_4_1_2_bc0306","eL2/3"
"x2_35_0_bc0404","eL2/3"
"x2_98_4_1_2_bc0497","eL2/3"
"x2_75_0_3_bc0436","eL2/3"
"x2_41_1_1_bc0695","eL2/3"
"x2_75_0_1_bc0308","eL2/3"
"x2_52_3_2_bc0143","eL2/3"
"x2_94_4_2_2_bc0584","eL2/3"
"x2_75_0_1_bc0122","eL2/3"
"x2_35_0_bc0338","eL2/3"
"x2_75_0_2_bc0213","eL2/3"
"x2_94_1_2_bc0195","eL2/3"
"x2_75_0_1_bc0092","eL2/3"
"x2_52_1_1_bc1087","eL2/3"
"x2_98_4_1_2_bc0725","eL2/3"
"x2_98_4_1_1_bc0097","eL2/3"
"x2_75_0_3_bc0661","eL2/3"
"x2_94_4_1_2_bc0159","eL2/3"
"x2_58_0_1_bc0122","eL2/3"
"x2_52_1_1_bc0588","eL2/3"
"x2_58_0_1_bc0420","eL2/3"
"x2_35_3_bc1797","eL2/3"
"x2_75_0_2_bc0096","eL2/3"
"x2_35_0_bc0367","eL2/3"
"x2_98_1_1_bc0093","eL2/3"
"x2_41_1_1_bc0853","eL2/3"
"x2_98_4_1_1_bc0091","eL2/3"
"x2_52_1_2_bc0739","eL2/3"
"x2_35_1_bc0072","eL2/3"
"x2_94_4_2_1_bc0086","eL2/3"
"x2_94_1_1_1_bc0581","eL2/3"
"x2_75_0_1_bc0145","eL2/3"
"x2_98_4_1_1_bc0059","eL2/3"
"x2_94_1_2_bc0102","eL2/3"
"x2_98_1_1_bc0436","eL2/3"
"x2_75_0_2_bc0333","eL2/3"
"x2_94_4_2_2_bc0486","eL2/3"
"x2_52_1_2_bc0266","eL2/3"
"x2_52_3_2_bc0082","eL2/3"
"x2_75_0_4_bc0221","eL2/3"
"x2_35_1_bc0047","eL2/3"
"x2_98_4_1_1_bc0343","eL2/3"
"x2_98_4_1_1_bc0089","eL2/3"
"x2_75_0_3_bc0969","eL2/3"
"x2_58_0_1_bc0069","eL2/3"
"x2_35_3_bc0973","eL2/3"
"x2_52_3_2_bc1200","eL2/3"
"x2_75_0_3_bc0729","eL2/3"
"x2_94_1_1_2_bc1341","eL2/3"
"x2_52_3_2_bc0922","eL2/3"
"x2_75_0_3_bc0315","eL2/3"
"x2_75_0_3_bc0316","eL2/3"
"x2_35_0_bc1326","eL2/3"
"x2_75_0_3_bc0454","eL2/3"
"x2_98_4_1_2_bc0177","eL2/3"
"x2_75_0_3_bc0486","eL2/3"
"x2_52_3_2_bc1375","eL2/3"
"x2_35_0_bc0953","eL2/3"
"x2_52_1_2_bc0486","eL2/3"
"x2_52_3_2_bc0381","eL2/3"
"x2_52_0_1_bc0923","eL2/3"
"x2_75_0_2_bc0375","eL2/3"
"x2_52_3_2_bc0483","eL2/3"
"x2_52_3_1_bc0414","eL2/3"
"x2_75_0_3_bc0133","eL2/3"
"x2_94_4_2_1_bc0013","eL2/3"
"x2_75_0_3_bc1054","eL2/3"
"x2_35_0_bc1108","eL2/3"
"x2_35_3_bc0224","eL2/3"
"x2_52_3_2_bc1440","eL2/3"
"x2_75_0_4_bc0241","eL2/3"
"x2_52_0_1_bc1237","eL2/3"
"x2_94_1_1_2_bc0262","eL2/3"
"x2_98_1_1_bc0031","eL2/3"
"x2_52_0_1_bc1292","eL2/3"
"x2_98_4_2_2_bc0343","eL2/3"
"x2_35_1_bc0596","eL2/3"
"x2_94_1_1_2_bc0082","eL2/3"
"x2_75_0_3_bc0206","eL2/3"
"x2_52_3_2_bc1140","eL2/3"
"x2_75_0_4_bc0637","eL2/3"
"x2_35_3_bc0110","eL2/3"
"x2_75_0_1_bc0622","eL2/3"
"x2_94_1_2_bc0170","eL2/3"
"x2_75_0_4_bc0136","eL2/3"
"x2_94_1_2_bc0433","eL2/3"
"x2_75_0_1_bc0164","eL2/3"
"x2_94_4_2_1_bc0073","eL2/3"
"x2_52_3_2_bc0136","eL2/3"
"x2_94_4_1_1_bc0072","eL2/3"
"x2_58_0_2_bc0358","eL2/3"
"x2_75_0_3_bc0243","eL2/3"
"x2_52_3_1_bc0461","eL2/3"
"x2_52_1_1_bc0603","eL2/3"
"x2_94_4_2_1_bc0607","eL2/3"
"x2_94_4_1_1_bc0066","eL2/3"
"x2_75_0_3_bc0329","eL2/3"
"x2_52_3_2_bc0622","eL2/3"
"x2_94_1_1_1_bc0181","eL2/3"
"x2_35_1_bc0379","eL2/3"
"x2_58_0_2_bc0403","eL2/3"
"x2_98_4_1_1_bc0394","eL2/3"
"x2_52_1_1_bc0283","eL2/3"
"x2_35_3_bc1029","eL2/3"
"x2_94_4_2_2_bc0044","eL2/3"
"x2_75_0_1_bc0349","eL2/3"
"x2_94_1_2_bc0081","eL2/3"
"x2_75_0_3_bc0274","eL2/3"
"x2_52_1_2_bc0484","eL2/3"
"x2_52_3_2_bc0032","eL2/3"
"x2_75_0_2_bc0429","eL2/3"
"x2_58_0_1_bc0187","eL2/3"
"x2_52_3_2_bc0747","eL2/3"
"x2_52_1_1_bc0675","eL2/3"
"x2_35_0_bc0771","eL2/3"
"x2_35_0_bc0095","eL2/3"
"x2_98_1_1_bc0067","eL2/3"
"x2_58_0_2_bc0144","eL2/3"
"x2_75_0_3_bc0526","eL2/3"
"x2_35_3_bc2221","eL2/3"
"x2_35_0_bc0796","eL2/3"
"x2_35_3_bc0258","eL2/3"
"x2_94_1_2_bc0037","eL2/3"
"x2_52_3_2_bc0374","eL2/3"
"x2_94_4_2_1_bc0091","eL2/3"
"x2_75_0_3_bc0714","eL2/3"
"x2_35_0_bc0413","eL2/3"
"x2_52_0_1_bc0464","eL2/3"
"x2_94_4_1_2_bc0274","eL2/3"
"x2_52_3_2_bc0384","eL2/3"
"x2_75_0_2_bc0104","eL2/3"
"x2_35_1_bc0152","eL2/3"
"x2_98_4_1_2_bc0271","eL2/3"
"x2_94_1_1_2_bc0177","eL2/3"
"x2_35_3_bc0200","eL2/3"
"x2_75_0_4_bc0299","eL2/3"
"x2_52_1_2_bc0581","eL2/3"
"x2_52_0_1_bc0428","eL2/3"
"x2_94_1_2_bc0028","eL2/3"
"x2_75_0_3_bc0736","eL2/3"
"x2_52_1_1_bc0122","eL2/3"
"x2_75_0_1_bc0085","eL2/3"
"x2_75_0_3_bc0908","eL2/3"
"x2_98_4_1_1_bc0086","eL2/3"
"x2_98_4_1_2_bc0097","eL2/3"
"x2_98_4_2_1_bc0151","eL2/3"
"x2_75_0_3_bc0883","eL2/3"
"x2_35_0_bc1332","eL2/3"
"x2_75_0_1_bc0204","eL2/3"
"x2_52_3_2_bc0111","eL2/3"
"x2_58_0_1_bc0305","eL2/3"
"x2_75_0_1_bc2180","eL2/3"
"x2_94_1_1_1_bc0173","eL2/3"
"x2_94_1_1_1_bc0297","eL2/3"
"x2_75_0_3_bc0838","eL2/3"
"x2_98_1_1_bc0060","eL2/3"
"x2_75_0_2_bc0458","eL2/3"
"x2_75_0_2_bc0166","eL2/3"
"x2_52_1_2_bc0384","eL2/3"
"x2_35_0_bc1096","eL2/3"
"x2_75_0_4_bc0193","eL2/3"
"x2_52_3_2_bc0672","eL2/3"
"x2_75_0_3_bc0723","eL2/3"
"x2_52_3_1_bc0809","eL2/3"
"x2_75_0_1_bc0803","eL2/3"
"x2_75_0_3_bc0330","eL2/3"
"x2_58_0_1_bc0041","eL2/3"
"x2_58_0_1_bc0447","eL2/3"
"x2_58_0_2_bc0083","eL2/3"
"x2_52_1_2_bc0018","eL2/3"
"x2_75_0_2_bc0450","eL2/3"
"x2_94_4_2_1_bc0332","eL2/3"
"x2_94_1_1_2_bc1174","eL2/3"
"x2_94_1_2_bc0432","eL2/3"
"x2_94_1_1_1_bc0269","eL2/3"
"x2_75_0_1_bc1129","eL2/3"
"x2_58_0_1_bc0234","eL2/3"
"x2_35_3_bc0078","eL2/3"
"x2_75_0_4_bc0594","eL2/3"
"x2_94_1_1_1_bc0135","eL2/3"
"x2_75_0_3_bc0040","eL2/3"
"x2_94_1_1_1_bc0112","eL2/3"
"x2_75_0_2_bc0056","eL2/3"
"x2_52_1_2_bc0688","eL2/3"
"x2_98_4_1_1_bc0007","eL2/3"
"x2_75_0_3_bc0335","eL2/3"
"x2_75_0_3_bc0375","eL2/3"
"x2_52_3_2_bc0475","eL2/3"
"x2_52_3_2_bc0688","eL2/3"
"x2_52_3_1_bc0062","eL2/3"
"x2_52_3_1_bc0195","eL2/3"
"x2_52_3_2_bc0304","eL2/3"
"x2_94_4_1_1_bc0338","eL2/3"
"x2_52_3_2_bc0019","eL2/3"
"x2_35_0_bc0609","eL2/3"
"x2_58_0_1_bc5892","eL2/3"
"x2_52_1_2_bc0545","eL2/3"
"x2_52_3_2_bc0691","eL2/3"
"x2_94_1_2_bc0286","eL2/3"
"x2_35_1_bc0291","eL2/3"
"x2_52_1_2_bc0618","eL2/3"
"x2_75_0_1_bc0638","eL2/3"
"x2_94_4_2_1_bc0047","eL2/3"
"x2_94_4_1_2_bc0322","eL2/3"
"x2_58_0_1_bc0275","eL2/3"
"x2_98_1_1_bc0026","eL2/3"
"x2_58_0_2_bc1104","eL2/3"
"x2_75_0_1_bc0715","eL2/3"
"x2_52_3_2_bc0510","eL2/3"
"x2_94_1_2_bc0145","eL2/3"
"x2_52_3_2_bc0534","eL2/3"
"x2_75_0_1_bc0028","eL2/3"
"x2_94_1_1_2_bc1024","eL2/3"
"x2_35_3_bc0063","eL2/3"
"x2_52_1_2_bc0693","eL2/3"
"x2_35_1_bc0217","eL2/3"
"x2_98_4_1_2_bc0208","eL2/3"
"x2_94_4_1_1_bc0196","eL2/3"
"x2_41_1_1_bc0193","eL2/3"
"x2_94_1_2_bc0136","eL2/3"
"x2_52_0_1_bc0157","eL2/3"
"x2_41_1_1_bc0124","eL2/3"
"x2_52_3_2_bc0789","eL2/3"
"x2_52_3_2_bc0204","eL2/3"
"x2_75_0_3_bc0929","eL2/3"
"x2_35_0_bc0159","eL2/3"
"x2_75_0_3_bc0612","eL2/3"
"x2_52_3_2_bc0944","eL2/3"
"x2_75_0_1_bc0045","eL2/3"
"x2_75_0_3_bc0558","eL2/3"
"x2_94_1_2_bc0307","eL2/3"
"x2_35_3_bc0073","eL2/3"
"x2_94_1_1_1_bc0296","eL2/3"
"x2_41_1_1_bc0128","eL2/3"
"x2_52_3_2_bc1181","eL2/3"
"x2_94_4_2_1_bc0100","eL2/3"
"x2_52_3_1_bc0533","eL2/3"
"x2_75_0_3_bc0376","eL2/3"
"x2_98_4_1_1_bc0050","eL2/3"
"x2_98_4_1_2_bc0585","eL2/3"
"x2_94_4_2_1_bc0139","eL2/3"
"x2_94_4_2_2_bc0048","eL2/3"
"x2_58_0_1_bc0294","eL2/3"
"x2_94_4_1_2_bc0128","eL2/3"
"x2_41_1_1_bc0309","eL2/3"
"x2_35_1_bc0053","eL2/3"
"x2_52_3_2_bc1439","eL2/3"
"x2_98_4_2_2_bc0991","eL2/3"
"x2_52_3_2_bc0299","eL2/3"
"x2_52_1_1_bc0129","eL2/3"
"x2_52_3_1_bc0128","eL2/3"
"x2_98_1_1_bc0804","eL2/3"
"x2_98_4_1_2_bc0383","eL2/3"
"x2_75_0_1_bc0141","eL2/3"
"x2_35_3_bc0859","eL2/3"
"x2_94_4_2_1_bc0186","eL2/3"
"x2_94_1_1_1_bc0007","eL2/3"
"x2_41_1_1_bc0396","eL2/3"
"x2_94_4_2_2_bc0015","eL2/3"
"x2_52_3_2_bc0541","eL2/3"
"x2_75_0_3_bc0397","eL2/3"
"x2_35_1_bc0051","eL2/3"
"x2_52_0_1_bc0298","eL2/3"
"x2_52_3_2_bc0618","eL2/3"
"x2_75_0_3_bc0769","eL2/3"
"x2_94_4_2_1_bc0281","eL2/3"
"x2_94_4_1_2_bc0444","eL2/3"
"x2_58_0_1_bc0350","eL2/3"
"x2_52_3_2_bc0448","eL2/3"
"x2_52_3_1_bc0045","eL2/3"
"x2_94_1_2_bc0316","eL2/3"
"x2_52_1_1_bc0796","eL2/3"
"x2_52_1_2_bc0055","eL2/3"
"x2_35_0_bc0364","eL2/3"
"x2_52_3_2_bc0182","eL2/3"
"x2_94_4_2_1_bc0051","eL2/3"
"x2_94_1_1_1_bc0087","eL2/3"
"x2_52_3_2_bc1353","eL2/3"
"x2_75_0_3_bc0076","eL2/3"
"x2_35_3_bc0135","eL2/3"
"x2_58_0_1_bc0266","eL2/3"
"x2_35_0_bc1156","eL2/3"
"x2_98_4_1_1_bc0194","eL2/3"
"x2_52_1_1_bc0427","eL2/3"
"x2_52_3_2_bc0505","eL2/3"
"x2_94_4_1_1_bc0155","eL2/3"
"x2_35_0_bc0927","eL2/3"
"x2_75_0_1_bc0303","eL2/3"
"x2_75_0_3_bc0642","eL2/3"
"x2_75_0_3_bc0600","eL2/3"
"x2_35_3_bc0823","eL2/3"
"x2_52_3_2_bc0434","eL2/3"
"x2_35_1_bc1977","eL2/3"
"x2_35_0_bc0340","eL2/3"
"x2_98_4_1_1_bc0075","eL2/3"
"x2_35_3_bc0674","eL2/3"
"x2_94_4_2_1_bc0152","eL2/3"
"x2_35_3_bc0130","eL2/3"
"x2_75_0_3_bc0537","eL2/3"
"x2_52_0_1_bc0218","eL2/3"
"x2_52_3_2_bc0247","eL2/3"
"x2_52_1_2_bc0421","eL2/3"
"x2_98_4_1_1_bc0405","eL2/3"
"x2_52_3_1_bc0070","eL2/3"
"x2_94_1_1_1_bc0202","eL2/3"
"x2_98_4_2_2_bc0297","eL2/3"
"x2_52_3_1_bc0239","eL2/3"
"x2_75_0_3_bc0068","eL2/3"
"x2_98_4_2_1_bc0040","eL2/3"
"x2_35_0_bc0956","eL2/3"
"x2_75_0_3_bc0523","eL2/3"
"x2_35_0_bc0655","eL2/3"
"x2_98_4_2_1_bc0491","eL2/3"
"x2_94_1_1_1_bc0050","eL2/3"
"x2_52_0_2_bc0024","eL2/3"
"x2_94_1_1_2_bc1226","eL2/3"
"x2_52_0_1_bc0562","eL2/3"
"x2_94_4_2_1_bc0244","eL2/3"
"x2_98_4_1_1_bc0152","eL2/3"
"x2_35_1_bc0778","eL2/3"
"x2_52_3_2_bc0295","eL2/3"
"x2_94_4_2_1_bc0125","eL2/3"
"x2_52_3_2_bc0349","eL2/3"
"x2_58_0_1_bc0269","eL2/3"
"x2_52_0_1_bc1375","eL2/3"
"x2_75_0_4_bc0234","eL2/3"
"x2_41_1_1_bc0798","eL2/3"
"x2_52_0_1_bc0855","eL2/3"
"x2_75_0_4_bc0259","eL2/3"
"x2_75_0_1_bc0233","eL2/3"
"x2_35_1_bc0108","eL2/3"
"x2_75_0_3_bc0272","eL2/3"
"x2_41_1_1_bc0195","eL2/3"
"x2_58_0_1_bc0408","eL2/3"
"x2_94_1_2_bc0217","eL2/3"
"x2_75_0_4_bc0347","eL2/3"
"x2_75_0_4_bc0525","eL2/3"
"x2_52_3_1_bc1302","eL2/3"
"x2_35_3_bc0507","eL2/3"
"x2_52_0_2_bc0100","eL2/3"
"x2_94_4_2_1_bc0315","eL2/3"
"x2_94_4_2_2_bc0305","eL2/3"
"x2_41_1_1_bc0075","eL2/3"
"x2_35_3_bc0365","eL2/3"
"x2_98_4_1_1_bc0372","eL2/3"
"x2_52_3_2_bc0807","eL2/3"
"x2_75_0_4_bc0413","eL2/3"
"x2_52_1_1_bc0278","eL2/3"
"x2_52_1_1_bc0425","eL2/3"
"x2_75_0_4_bc0283","eL2/3"
"x2_75_0_3_bc0216","eL2/3"
"x2_94_1_1_2_bc0030","eL2/3"
"x2_98_4_1_2_bc0552","eL2/3"
"x2_94_4_2_1_bc0090","eL2/3"
"x2_52_1_1_bc0779","eL2/3"
"x2_52_1_1_bc0133","eL2/3"
"x2_52_1_1_bc0237","eL2/3"
"x2_75_0_1_bc0435","eL2/3"
"x2_75_0_2_bc0181","eL2/3"
"x2_98_4_2_2_bc0240","eL2/3"
"x2_94_1_2_bc0645","eL2/3"
