"","celltype"
"x2_94_1_1_2_bc0490","Astro"
"x2_75_0_2_bc1035","Astro"
"x2_35_1_bc4230","Astro"
"x2_98_4_1_2_bc2312","Astro"
"x2_52_0_1_bc1494","Astro"
"x2_94_1_2_bc1212","Astro"
"x2_98_4_2_1_bc1840","Astro"
"x2_52_3_2_bc2087","Astro"
"x2_52_0_2_bc1048","Astro"
"x2_52_3_1_bc1150","Astro"
"x2_52_1_1_bc1609","Astro"
"x2_41_1_1_bc1601","Astro"
"x2_35_1_bc1246","Astro"
"x2_75_0_2_bc0976","Astro"
"x2_75_0_2_bc2209","Astro"
"x2_98_4_2_1_bc0297","Astro"
"x2_35_0_bc1324","Astro"
"x2_41_1_1_bc3381","Astro"
"x2_35_1_bc2712","Astro"
"x2_52_3_1_bc2784","Astro"
"x2_98_4_1_2_bc0582","Astro"
"x2_94_1_2_bc0609","Astro"
"x2_35_0_bc1486","Astro"
"x2_52_3_2_bc2460","Astro"
"x2_52_1_2_bc1198","Astro"
"x2_35_3_bc1213","Astro"
"x2_75_0_4_bc1374","Astro"
"x2_52_3_1_bc0877","Astro"
"x2_94_1_2_bc0806","Astro"
"x2_94_1_1_2_bc0706","Astro"
"x2_52_0_2_bc0555","Astro"
"x2_98_4_2_2_bc1028","Astro"
"x2_94_1_2_bc1074","Astro"
"x2_98_4_2_2_bc1088","Astro"
"x2_52_3_1_bc1182","Astro"
"x2_98_4_1_1_bc2463","Astro"
"x2_35_1_bc1879","Astro"
"x2_98_4_2_2_bc0791","Astro"
"x2_98_1_1_bc1744","Astro"
"x2_52_3_2_bc2076","Astro"
"x2_41_1_1_bc1741","Astro"
"x2_41_1_1_bc0702","Astro"
"x2_94_4_2_2_bc0382","Astro"
"x2_98_4_1_2_bc0634","Astro"
"x2_94_4_2_1_bc0434","Astro"
"x2_35_3_bc3145","Astro"
"x2_94_1_2_bc0214","Astro"
"x2_98_4_1_1_bc1791","Astro"
"x2_94_1_2_bc1617","Astro"
"x2_94_1_1_2_bc0317","Astro"
"x2_52_1_1_bc1037","Astro"
"x2_94_1_1_1_bc0549","Astro"
"x2_41_1_1_bc3747","Astro"
"x2_52_3_2_bc1974","Astro"
"x2_35_3_bc2016","Astro"
"x2_98_4_2_2_bc1126","Astro"
"x2_98_4_1_1_bc2103","Astro"
"x2_35_1_bc4235","Astro"
"x2_94_1_2_bc0602","Astro"
"x2_41_1_1_bc3773","Astro"
"x2_52_3_1_bc1210","Astro"
"x2_75_0_2_bc0515","Astro"
"x2_94_4_2_2_bc1252","Astro"
"x2_52_0_1_bc2175","Astro"
"x2_35_1_bc2062","Astro"
"x2_98_4_2_2_bc0584","Astro"
"x2_58_0_2_bc0511","Astro"
"x2_75_0_3_bc2593","Astro"
"x2_94_4_2_1_bc1324","Astro"
"x2_52_3_2_bc2593","Astro"
"x2_35_3_bc2158","Astro"
"x2_41_1_1_bc2610","Astro"
"x2_58_0_2_bc0531","Astro"
"x2_98_4_2_1_bc0290","Astro"
"x2_52_0_1_bc3231","Astro"
"x2_52_0_2_bc0334","Astro"
"x2_52_3_2_bc1334","Astro"
"x2_52_1_1_bc1838","Astro"
"x2_52_0_1_bc1128","Astro"
"x2_98_4_2_2_bc0865","Astro"
"x2_58_0_1_bc3364","Astro"
"x2_94_1_1_2_bc0558","Astro"
"x2_41_1_1_bc1310","Astro"
"x2_52_1_2_bc2006","Astro"
"x2_75_0_4_bc2804","Astro"
"x2_41_1_1_bc3119","Astro"
"x2_98_4_1_1_bc0733","Astro"
"x2_94_1_1_1_bc0520","Astro"
"x2_75_0_2_bc0529","Astro"
"x2_35_1_bc3845","Astro"
"x2_52_0_1_bc1370","Astro"
"x2_35_0_bc2472","Astro"
"x2_98_4_2_2_bc0485","Astro"
"x2_41_1_1_bc2344","Astro"
"x2_58_0_1_bc2328","Astro"
"x2_98_1_1_bc0591","Astro"
"x2_35_3_bc2812","Astro"
"x2_52_1_2_bc0543","Astro"
"x2_41_1_1_bc3007","Astro"
"x2_94_1_2_bc1648","Astro"
"x2_35_1_bc1426","Astro"
"x2_41_1_1_bc3065","Astro"
"x2_98_4_2_1_bc1334","Astro"
"x2_35_3_bc1846","Astro"
"x2_98_4_2_2_bc1258","Astro"
"x2_35_3_bc0899","Astro"
"x2_52_1_1_bc0997","Astro"
"x2_52_0_2_bc0774","Astro"
"x2_35_1_bc1046","Astro"
"x2_35_1_bc2378","Astro"
"x2_35_3_bc0926","Astro"
"x2_98_4_2_2_bc1011","Astro"
"x2_94_4_1_2_bc0562","Astro"
"x2_35_1_bc1261","Astro"
"x2_35_3_bc2316","Astro"
"x2_98_4_2_1_bc0691","Astro"
"x2_94_1_2_bc1534","Astro"
"x2_98_4_2_1_bc0885","Astro"
"x2_52_3_2_bc1472","Astro"
"x2_98_4_2_1_bc2055","Astro"
"x2_35_1_bc1302","Astro"
"x2_52_3_1_bc1374","Astro"
"x2_98_4_2_2_bc0884","Astro"
"x2_52_1_2_bc1130","Astro"
"x2_52_1_1_bc1091","Astro"
"x2_98_4_2_2_bc1690","Astro"
"x2_52_3_2_bc2634","Astro"
"x2_98_1_1_bc1842","Astro"
"x2_94_4_2_1_bc0662","Astro"
"x2_52_3_2_bc2678","Astro"
"x2_75_0_1_bc1182","Astro"
"x2_98_4_2_2_bc2254","Astro"
"x2_52_1_1_bc0886","Astro"
"x2_35_3_bc2419","Astro"
"x2_35_1_bc3632","Astro"
"x2_35_3_bc0911","Astro"
"x2_52_0_1_bc2323","Astro"
"x2_58_0_2_bc1269","Astro"
"x2_75_0_3_bc1654","Astro"
"x2_35_3_bc1283","Astro"
"x2_52_0_2_bc0286","Astro"
"x2_58_0_1_bc1328","Astro"
"x2_35_3_bc2384","Astro"
"x2_41_1_1_bc2559","Astro"
"x2_35_3_bc1202","Astro"
"x2_35_3_bc1971","Astro"
"x2_52_0_2_bc1353","Astro"
"x2_41_1_1_bc1963","Astro"
"x2_98_4_1_1_bc2318","Astro"
"x2_94_1_1_1_bc0659","Astro"
"x2_75_0_1_bc0971","Astro"
"x2_75_0_4_bc1410","Astro"
"x2_98_4_2_2_bc1482","Astro"
"x2_52_3_1_bc2078","Astro"
"x2_41_1_1_bc3467","Astro"
"x2_94_4_1_2_bc1285","Astro"
"x2_35_3_bc2752","Astro"
"x2_35_1_bc2436","Astro"
"x2_52_0_2_bc0594","Astro"
"x2_41_1_1_bc1523","Astro"
"x2_52_0_1_bc3347","Astro"
"x2_52_0_1_bc1400","Astro"
"x2_98_1_1_bc0382","Astro"
"x2_35_1_bc2911","Astro"
"x2_35_0_bc1950","Astro"
"x2_35_1_bc2159","Astro"
"x2_52_0_1_bc1438","Astro"
"x2_75_0_2_bc1473","Astro"
"x2_52_1_1_bc2527","Astro"
"x2_52_0_2_bc0756","Astro"
"x2_94_1_2_bc1098","Astro"
"x2_75_0_2_bc0796","Astro"
"x2_75_0_1_bc2096","Astro"
"x2_41_1_1_bc2293","Astro"
"x2_35_3_bc1317","Astro"
"x2_52_3_2_bc1589","Astro"
"x2_41_1_1_bc1694","Astro"
"x2_35_3_bc2655","Astro"
"x2_58_0_2_bc0437","Astro"
"x2_58_0_2_bc0333","Astro"
"x2_52_0_1_bc2968","Astro"
"x2_52_1_1_bc1053","Astro"
"x2_98_4_1_1_bc1568","Astro"
"x2_52_3_2_bc1890","Astro"
"x2_52_0_2_bc0811","Astro"
"x2_35_3_bc2949","Astro"
"x2_52_0_1_bc1871","Astro"
"x2_98_4_2_1_bc2230","Astro"
"x2_94_1_2_bc1848","Astro"
"x2_52_0_2_bc1294","Astro"
"x2_94_1_2_bc0448","Astro"
"x2_41_1_1_bc0978","Astro"
"x2_75_0_4_bc2090","Astro"
"x2_52_3_1_bc2723","Astro"
"x2_52_0_2_bc0343","Astro"
"x2_52_3_2_bc1468","Astro"
"x2_98_4_2_2_bc0942","Astro"
"x2_94_1_1_2_bc0326","Astro"
"x2_35_1_bc1771","Astro"
"x2_35_3_bc1552","Astro"
"x2_98_4_2_2_bc1892","Astro"
"x2_41_1_1_bc1225","Astro"
"x2_35_1_bc3274","Astro"
"x2_98_4_2_1_bc1068","Astro"
"x2_41_1_1_bc1901","Astro"
"x2_75_0_2_bc1496","Astro"
"x2_75_0_2_bc1245","Astro"
"x2_35_1_bc1442","Astro"
"x2_52_3_1_bc1635","Astro"
"x2_52_1_2_bc1632","Astro"
"x2_52_0_1_bc1666","Astro"
"x2_94_1_2_bc1435","Astro"
"x2_41_1_1_bc2530","Astro"
"x2_35_3_bc2615","Astro"
"x2_52_0_1_bc3371","Astro"
"x2_52_0_1_bc2572","Astro"
"x2_52_3_1_bc0795","Astro"
"x2_75_0_3_bc1444","Astro"
"x2_52_1_1_bc0742","Astro"
"x2_35_3_bc2695","Astro"
"x2_41_1_1_bc1111","Astro"
"x2_52_3_2_bc1480","Astro"
"x2_98_4_1_2_bc0746","Astro"
"x2_75_0_1_bc1255","Astro"
"x2_35_3_bc2408","Astro"
"x2_75_0_4_bc1005","Astro"
"x2_94_4_2_1_bc1033","Astro"
"x2_52_0_2_bc1533","Astro"
"x2_35_3_bc2115","Astro"
"x2_98_4_1_2_bc1621","Astro"
"x2_35_1_bc2155","Astro"
"x2_75_0_2_bc0910","Astro"
"x2_94_1_1_1_bc0666","Astro"
"x2_52_3_2_bc2592","Astro"
"x2_94_1_1_1_bc0540","Astro"
"x2_35_0_bc1434","Astro"
"x2_41_1_1_bc1247","Astro"
"x2_52_0_1_bc1342","Astro"
"x2_52_0_1_bc2089","Astro"
"x2_75_0_3_bc1899","Astro"
"x2_35_1_bc2357","Astro"
"x2_52_1_1_bc1127","Astro"
"x2_58_0_1_bc0847","Astro"
"x2_94_4_2_2_bc0761","Astro"
"x2_75_0_1_bc1614","Astro"
"x2_98_4_2_1_bc1096","Astro"
"x2_58_0_1_bc2156","Astro"
"x2_52_1_1_bc1310","Astro"
"x2_94_4_2_2_bc0926","Astro"
"x2_35_3_bc1468","Astro"
"x2_35_3_bc0860","Astro"
"x2_75_0_1_bc1571","Astro"
"x2_35_1_bc2168","Astro"
"x2_94_1_1_2_bc0398","Astro"
"x2_75_0_4_bc2626","Astro"
"x2_52_0_2_bc0468","Astro"
"x2_35_0_bc1646","Astro"
"x2_98_4_1_2_bc1496","Astro"
"x2_98_4_2_1_bc0567","Astro"
"x2_98_4_2_1_bc1848","Astro"
"x2_98_4_2_2_bc0699","Astro"
"x2_52_3_1_bc0967","Astro"
"x2_35_1_bc1930","Astro"
"x2_35_1_bc1742","Astro"
"x2_41_1_1_bc1871","Astro"
"x2_52_3_1_bc1841","Astro"
"x2_58_0_1_bc1460","Astro"
"x2_52_3_1_bc1484","Astro"
"x2_35_1_bc1482","Astro"
"x2_35_1_bc3110","Astro"
"x2_52_0_2_bc1136","Astro"
"x2_52_1_2_bc2229","Astro"
"x2_75_0_1_bc2601","Astro"
"x2_41_1_1_bc1668","Astro"
"x2_35_3_bc1979","Astro"
"x2_94_4_2_1_bc0846","Astro"
"x2_52_0_2_bc1227","Astro"
"x2_75_0_2_bc1604","Astro"
"x2_52_3_2_bc1455","Astro"
"x2_94_4_2_1_bc0982","Astro"
"x2_98_4_2_2_bc0457","Astro"
"x2_41_1_1_bc1976","Astro"
"x2_52_0_1_bc0751","Astro"
"x2_75_0_1_bc1355","Astro"
"x2_52_0_1_bc1103","Astro"
"x2_98_4_2_1_bc1506","Astro"
"x2_98_4_2_1_bc0574","Astro"
"x2_58_0_2_bc1833","Astro"
"x2_58_0_2_bc1337","Astro"
"x2_58_0_1_bc1389","Astro"
"x2_52_0_2_bc0453","Astro"
"x2_52_0_2_bc0929","Astro"
"x2_98_4_2_2_bc0746","Astro"
"x2_52_0_1_bc2071","Astro"
"x2_35_1_bc3523","Astro"
"x2_52_3_2_bc1167","Astro"
"x2_35_3_bc1841","Astro"
"x2_41_1_1_bc3152","Astro"
"x2_75_0_2_bc0558","Astro"
"x2_94_1_2_bc1981","Astro"
"x2_41_1_1_bc2923","Astro"
"x2_52_3_1_bc1363","Astro"
"x2_52_3_2_bc2379","Astro"
"x2_75_0_4_bc3029","Astro"
"x2_98_4_2_1_bc1273","Astro"
"x2_98_1_1_bc1931","Astro"
"x2_98_4_2_1_bc1900","Astro"
"x2_98_4_2_2_bc1961","Astro"
"x2_52_0_1_bc1084","Astro"
"x2_52_0_2_bc1078","Astro"
"x2_58_0_1_bc3068","Astro"
"x2_35_1_bc2931","Astro"
"x2_94_1_2_bc0784","Astro"
"x2_52_3_2_bc2000","Astro"
"x2_98_4_1_1_bc2414","Astro"
"x2_58_0_2_bc0837","Astro"
"x2_98_4_1_2_bc0314","Astro"
"x2_41_1_1_bc3219","Astro"
"x2_94_4_1_1_bc1043","Astro"
"x2_94_1_1_1_bc0628","Astro"
"x2_98_4_2_2_bc0411","Astro"
"x2_98_4_2_1_bc1821","Astro"
"x2_75_0_1_bc0989","Astro"
"x2_35_1_bc2323","Astro"
"x2_94_4_2_2_bc1077","Astro"
"x2_35_0_bc2310","Astro"
"x2_98_4_2_2_bc0950","Astro"
"x2_75_0_3_bc1665","Astro"
"x2_98_1_1_bc0421","Astro"
"x2_58_0_1_bc2071","Astro"
"x2_98_4_2_1_bc1526","Astro"
"x2_41_1_1_bc1382","Astro"
"x2_35_3_bc2599","Astro"
"x2_98_4_2_1_bc1084","Astro"
"x2_52_0_2_bc0259","Astro"
"x2_52_0_2_bc0709","Astro"
"x2_58_0_2_bc1654","Astro"
"x2_94_1_2_bc0665","Astro"
"x2_98_4_2_1_bc1424","Astro"
"x2_52_0_2_bc1359","Astro"
"x2_52_3_2_bc1342","Astro"
"x2_75_0_2_bc2042","Astro"
"x2_98_1_1_bc0485","Astro"
"x2_35_3_bc1011","Astro"
"x2_94_4_1_1_bc1237","Astro"
"x2_94_4_2_1_bc0491","Astro"
"x2_52_1_1_bc2219","Astro"
"x2_52_3_2_bc2526","Astro"
"x2_35_3_bc0754","Astro"
"x2_94_1_2_bc1083","Astro"
"x2_58_0_2_bc1036","Astro"
"x2_75_0_1_bc0756","Astro"
"x2_75_0_4_bc1479","Astro"
"x2_35_1_bc2592","Astro"
"x2_94_4_2_1_bc0569","Astro"
"x2_52_1_1_bc1458","Astro"
"x2_75_0_1_bc2078","Astro"
"x2_75_0_1_bc1481","Astro"
"x2_52_3_1_bc1372","Astro"
"x2_75_0_4_bc1364","Astro"
"x2_94_4_1_1_bc1636","Astro"
"x2_41_1_1_bc1723","Astro"
"x2_94_1_1_1_bc0732","Astro"
"x2_52_3_1_bc2169","Astro"
"x2_58_0_2_bc1978","Astro"
"x2_94_1_1_1_bc0375","Astro"
"x2_75_0_4_bc1082","Astro"
"x2_52_0_2_bc0744","Astro"
"x2_35_3_bc2226","Astro"
"x2_94_1_2_bc0699","Astro"
"x2_35_3_bc1313","Astro"
"x2_94_4_2_1_bc1003","Astro"
"x2_94_4_2_1_bc0568","Astro"
"x2_98_4_2_2_bc1077","Astro"
"x2_35_1_bc2814","Astro"
"x2_35_1_bc3262","Astro"
"x2_98_4_2_1_bc0335","Astro"
"x2_98_4_2_1_bc0364","Astro"
"x2_75_0_1_bc1141","Astro"
"x2_52_0_2_bc1002","Astro"
"x2_98_1_1_bc0799","Astro"
"x2_52_3_1_bc2133","Astro"
"x2_98_4_1_1_bc1097","Astro"
"x2_52_0_1_bc2281","Astro"
"x2_52_3_1_bc1696","Astro"
"x2_94_4_1_2_bc0531","Astro"
"x2_52_3_2_bc2583","Astro"
"x2_52_0_1_bc1379","Astro"
"x2_52_0_1_bc1884","Astro"
"x2_52_0_1_bc3210","Astro"
"x2_58_0_2_bc1387","Astro"
"x2_52_1_1_bc0780","Astro"
"x2_41_1_1_bc1579","Astro"
"x2_75_0_2_bc0538","Astro"
"x2_98_1_1_bc1315","Astro"
"x2_52_0_2_bc0545","Astro"
"x2_52_3_1_bc1571","Astro"
"x2_75_0_4_bc0658","Astro"
"x2_41_1_1_bc2522","Astro"
"x2_75_0_4_bc3113","Astro"
"x2_41_1_1_bc3240","Astro"
"x2_98_4_1_2_bc0854","Astro"
"x2_98_4_1_1_bc2093","Astro"
"x2_52_3_1_bc0703","Astro"
"x2_52_3_2_bc1063","Astro"
"x2_52_1_2_bc1097","Astro"
"x2_75_0_1_bc1564","Astro"
"x2_35_0_bc1386","Astro"
"x2_98_4_2_2_bc0438","Astro"
"x2_94_4_2_1_bc0901","Astro"
"x2_98_4_2_2_bc0401","Astro"
"x2_41_1_1_bc1445","Astro"
"x2_98_4_2_1_bc2051","Astro"
"x2_41_1_1_bc3483","Astro"
"x2_35_1_bc1777","Astro"
"x2_35_3_bc2132","Astro"
"x2_98_4_1_2_bc1113","Astro"
"x2_94_4_2_1_bc1063","Astro"
"x2_35_0_bc1777","Astro"
"x2_52_0_1_bc2237","Astro"
"x2_35_3_bc0895","Astro"
"x2_35_3_bc1637","Astro"
"x2_98_4_1_2_bc2133","Astro"
"x2_98_4_1_1_bc1696","Astro"
"x2_35_3_bc3071","Astro"
"x2_94_4_2_1_bc0459","Astro"
"x2_35_1_bc2071","Astro"
"x2_98_1_1_bc1768","Astro"
"x2_98_4_1_1_bc1321","Astro"
"x2_58_0_1_bc1300","Astro"
"x2_35_0_bc1787","Astro"
"x2_35_0_bc2293","Astro"
"x2_75_0_2_bc1007","Astro"
"x2_35_0_bc1797","Astro"
"x2_41_1_1_bc0989","Astro"
"x2_41_1_1_bc1683","Astro"
"x2_75_0_2_bc1824","Astro"
"x2_52_1_2_bc1451","Astro"
"x2_52_3_2_bc1692","Astro"
"x2_94_4_2_2_bc0705","Astro"
"x2_52_0_1_bc2224","Astro"
"x2_41_1_1_bc3318","Astro"
"x2_52_1_2_bc2322","Astro"
"x2_52_3_2_bc1122","Astro"
"x2_35_3_bc1128","Astro"
"x2_58_0_1_bc3214","Astro"
"x2_35_3_bc2490","Astro"
"x2_98_4_1_2_bc1187","Astro"
"x2_35_0_bc1634","Astro"
"x2_52_0_1_bc1290","Astro"
"x2_52_0_2_bc0960","Astro"
"x2_98_4_1_2_bc1874","Astro"
"x2_94_4_1_1_bc0711","Astro"
"x2_94_1_2_bc0781","Astro"
"x2_35_1_bc3170","Astro"
"x2_75_0_4_bc3242","Astro"
"x2_35_1_bc2085","Astro"
"x2_75_0_2_bc2235","Astro"
"x2_75_0_4_bc2495","Astro"
"x2_58_0_2_bc0783","Astro"
"x2_94_1_1_2_bc0388","Astro"
"x2_94_1_2_bc1725","Astro"
"x2_98_4_1_1_bc0507","Astro"
"x2_58_0_1_bc3243","Astro"
"x2_52_0_2_bc0712","Astro"
"x2_35_3_bc2208","Astro"
"x2_52_0_1_bc1179","Astro"
"x2_98_4_2_2_bc0975","Astro"
"x2_35_0_bc2223","Astro"
"x2_52_3_2_bc1592","Astro"
"x2_98_4_1_2_bc2028","Astro"
"x2_35_1_bc0925","Astro"
"x2_98_4_1_1_bc1232","Astro"
"x2_94_4_2_2_bc0413","Astro"
"x2_41_1_1_bc0768","Astro"
"x2_75_0_2_bc1067","Astro"
"x2_52_1_1_bc2543","Astro"
"x2_52_1_1_bc1591","Astro"
"x2_52_3_1_bc1788","Astro"
"x2_41_1_1_bc1410","Astro"
"x2_52_3_2_bc2105","Astro"
"x2_35_0_bc1246","Astro"
"x2_94_4_2_1_bc0791","Astro"
"x2_52_0_2_bc1075","Astro"
"x2_52_3_2_bc1574","Astro"
"x2_52_3_1_bc2612","Astro"
"x2_98_4_2_2_bc0846","Astro"
"x2_75_0_3_bc1138","Astro"
"x2_35_1_bc4405","Astro"
"x2_98_4_1_2_bc1404","Astro"
"x2_98_4_2_2_bc0648","Astro"
"x2_52_0_2_bc0393","Astro"
"x2_98_4_1_1_bc1136","Astro"
"x2_75_0_1_bc2421","Astro"
"x2_35_0_bc2026","Astro"
"x2_58_0_1_bc1411","Astro"
"x2_98_4_1_2_bc0547","Astro"
"x2_35_3_bc1734","Astro"
"x2_35_1_bc1819","Astro"
"x2_35_3_bc1735","Astro"
"x2_52_1_1_bc1168","Astro"
"x2_58_0_1_bc1076","Astro"
"x2_98_4_2_2_bc0605","Astro"
"x2_94_4_1_2_bc0767","Astro"
"x2_94_1_1_2_bc0456","Astro"
"x2_98_4_1_1_bc1343","Astro"
"x2_75_0_1_bc1746","Astro"
"x2_52_0_2_bc1117","Astro"
"x2_58_0_1_bc3050","Astro"
"x2_52_0_2_bc0412","Astro"
"x2_98_4_1_2_bc0969","Astro"
"x2_41_1_1_bc2193","Astro"
"x2_75_0_3_bc1545","Astro"
"x2_41_1_1_bc1775","Astro"
"x2_35_0_bc1629","Astro"
"x2_52_3_2_bc1272","Astro"
"x2_52_1_2_bc2467","Astro"
"x2_52_1_1_bc1004","Astro"
"x2_52_0_1_bc1110","Astro"
"x2_52_0_2_bc0399","Astro"
"x2_35_3_bc1405","Astro"
"x2_75_0_2_bc1520","Astro"
"x2_98_4_2_1_bc1442","Astro"
"x2_94_1_2_bc0890","Astro"
"x2_35_0_bc1887","Astro"
"x2_52_0_1_bc1062","Astro"
"x2_75_0_2_bc0907","Astro"
"x2_35_1_bc1135","Astro"
"x2_52_3_2_bc2629","Astro"
"x2_52_1_1_bc1061","Astro"
"x2_35_1_bc1569","Astro"
"x2_94_1_2_bc0389","Astro"
"x2_35_3_bc1712","Astro"
"x2_98_4_1_1_bc0991","Astro"
"x2_98_1_1_bc1332","Astro"
"x2_58_0_2_bc1987","Astro"
"x2_52_0_1_bc3140","Astro"
"x2_75_0_4_bc1791","Astro"
"x2_35_1_bc4594","Astro"
"x2_41_1_1_bc3554","Astro"
"x2_75_0_4_bc2676","Astro"
"x2_75_0_2_bc1640","Astro"
"x2_98_4_2_1_bc0605","Astro"
"x2_98_4_2_2_bc0552","Astro"
"x2_75_0_4_bc2546","Astro"
"x2_98_4_1_2_bc1548","Astro"
"x2_52_3_1_bc2093","Astro"
"x2_94_4_2_1_bc0953","Astro"
"x2_94_4_2_1_bc1097","Astro"
"x2_75_0_1_bc1136","Astro"
"x2_41_1_1_bc2851","Astro"
"x2_75_0_1_bc1462","Astro"
"x2_58_0_2_bc0831","Astro"
"x2_35_3_bc1102","Astro"
"x2_75_0_3_bc2041","Astro"
"x2_94_1_2_bc1232","Astro"
"x2_52_3_1_bc0743","Astro"
"x2_75_0_1_bc0717","Astro"
"x2_98_4_2_2_bc0976","Astro"
"x2_52_3_1_bc1772","Astro"
"x2_58_0_1_bc1308","Astro"
"x2_94_4_2_1_bc1434","Astro"
"x2_94_4_1_2_bc1037","Astro"
"x2_41_1_1_bc2036","Astro"
"x2_35_1_bc2583","Astro"
"x2_75_0_1_bc1890","Astro"
"x2_52_1_2_bc0784","Astro"
"x2_52_0_1_bc3285","Astro"
"x2_94_1_1_2_bc0478","Astro"
"x2_52_3_2_bc1630","Astro"
"x2_98_4_2_2_bc1547","Astro"
"x2_52_1_2_bc1123","Astro"
"x2_35_3_bc2210","Astro"
"x2_98_4_1_2_bc2225","Astro"
"x2_98_1_1_bc0931","Astro"
"x2_35_3_bc2488","Astro"
"x2_75_0_2_bc1449","Astro"
"x2_58_0_2_bc0707","Astro"
"x2_52_0_1_bc1723","Astro"
"x2_52_0_2_bc0211","Astro"
"x2_52_0_1_bc1021","Astro"
"x2_94_1_1_1_bc0847","Astro"
"x2_52_3_2_bc2772","Astro"
"x2_35_3_bc2028","Astro"
"x2_98_4_2_1_bc1056","Astro"
"x2_94_1_1_1_bc0479","Astro"
"x2_52_0_2_bc1682","Astro"
"x2_35_3_bc2194","Astro"
"x2_98_4_1_2_bc0499","Astro"
"x2_98_4_1_1_bc1778","Astro"
"x2_75_0_1_bc1850","Astro"
"x2_35_1_bc2433","Astro"
"x2_52_0_2_bc1522","Astro"
"x2_35_3_bc2527","Astro"
"x2_52_0_2_bc1160","Astro"
"x2_98_4_1_1_bc0771","Astro"
"x2_52_0_1_bc1996","Astro"
"x2_94_4_2_1_bc1148","Astro"
"x2_75_0_2_bc0935","Astro"
"x2_52_0_1_bc2062","Astro"
"x2_52_1_1_bc0558","Astro"
"x2_94_4_2_2_bc0515","Astro"
"x2_35_1_bc1366","Astro"
"x2_58_0_1_bc2013","Astro"
"x2_52_1_1_bc0979","Astro"
"x2_98_4_1_2_bc0407","Astro"
"x2_35_1_bc2306","Astro"
"x2_98_4_2_1_bc1907","Astro"
"x2_52_3_2_bc1233","Astro"
"x2_52_0_1_bc1381","Astro"
"x2_98_4_2_2_bc0670","Astro"
"x2_75_0_2_bc1374","Astro"
"x2_35_3_bc1009","Astro"
"x2_35_3_bc0968","Astro"
"x2_52_3_1_bc1487","Astro"
"x2_98_4_2_2_bc1136","Astro"
"x2_98_4_2_1_bc0704","Astro"
"x2_94_1_2_bc0889","Astro"
"x2_98_1_1_bc0238","Astro"
"x2_94_4_2_2_bc0319","Astro"
"x2_98_4_2_1_bc0443","Astro"
"x2_75_0_1_bc1586","Astro"
"x2_94_1_2_bc0750","Astro"
"x2_52_0_1_bc1861","Astro"
"x2_41_1_1_bc1517","Astro"
"x2_94_4_2_1_bc0546","Astro"
"x2_52_1_1_bc1173","Astro"
"x2_98_4_2_2_bc2041","Astro"
"x2_98_4_1_2_bc2001","Astro"
"x2_98_1_1_bc2088","Astro"
"x2_98_1_1_bc0508","Astro"
"x2_75_0_1_bc1774","Astro"
"x2_35_0_bc2120","Astro"
"x2_52_0_1_bc2147","Astro"
"x2_52_1_1_bc1218","Astro"
"x2_52_0_1_bc2080","Astro"
